pl_name,hostname,pl_orbper
Kepler-1796 b,Kepler-1796,29.4557154
Kepler-20 b,Kepler-20,3.6961049
Kepler-1520 b,Kepler-1520,0.653553572
Kepler-170 b,Kepler-170,7.930587745
Kepler-1602 b,Kepler-1602,11.17931605
Kepler-1991 b,Kepler-1991,13.26084292
Kepler-1798 b,Kepler-1798,16.85481
Kepler-1667 b,Kepler-1667,83.5781976
HD 75302 b,HD 75302,4356.0
Kepler-1183 b,Kepler-1183,28.5057189
Kepler-1129 b,Kepler-1129,24.3397804
HD 169830 c,HD 169830,1818.82339
Kepler-403 b,Kepler-403,7.03144308
Kepler-135 c,Kepler-135,11.4485946
Kepler-1365 c,Kepler-1365,4.77468005
Kepler-1328 b,Kepler-1328,4.52158614
Kepler-147 c,Kepler-147,33.4160034
Kepler-1142 b,Kepler-1142,18.3027248
Kepler-183 c,Kepler-183,11.63701734
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,
Kepler-1386 b,Kepler-1386,6.73968289
Kepler-430 c,Kepler-430,110.980793006
K2-254 c,K2-254,12.11839
Kepler-1559 b,Kepler-1559,0.971915428
HD 169830 c,HD 169830,1834.3
Kepler-149 d,Kepler-149,160.0200597
Kepler-899 b,Kepler-899,19.17893976
Kepler-1363 b,Kepler-1363,2.94194296
Kepler-1669 c,Kepler-1669,1.60932168
HD 96167 b,HD 96167,498.1
Kepler-1521 b,Kepler-1521,
Kepler-693 b,Kepler-693,15.37563332
Kepler-159 b,Kepler-159,10.13962367
Kepler-1276 b,Kepler-1276,12.5720095
Kepler-92 b,Kepler-92,13.7488263
Kepler-898 b,Kepler-898,5.8706191
Kepler-317 c,Kepler-317,8.7751948356
BD+05 4868 A b,BD+05 4868 A,1.271869
Kepler-578 b,Kepler-578,1.616883373
Kepler-1262 b,Kepler-1262,8.679037
Kepler-11 g,Kepler-11,118.378379
Kepler-433 b,Kepler-433,5.33408384
Kepler-607 b,Kepler-607,0.638163204
Kepler-756 b,Kepler-756,1.224862
Kepler-106 c,Kepler-106,
Kepler-800 b,Kepler-800,14.13175309
Kepler-696 b,Kepler-696,4.1904219359
Kepler-1588 b,Kepler-1588,7.84931739
Kepler-729 b,Kepler-729,3.1663546656
Kepler-496 b,Kepler-496,8.308485
Kepler-299 c,Kepler-299,6.88595559
Kepler-174 d,Kepler-174,247.354265
Kepler-418 b,Kepler-418,86.67855186
Kepler-272 d,Kepler-272,10.93735256
Kepler-1670 b,Kepler-1670,20.4998763
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,
Kepler-51 c,Kepler-51,85.31287
Kepler-354 c,Kepler-354,16.9347748
Kepler-1562 b,Kepler-1562,64.27386328
Kepler-401 d,Kepler-401,184.259472081
Kepler-1130 c,Kepler-1130,3.266606
Kepler-1757 b,Kepler-1757,19.65644811
Kepler-130 c,Kepler-130,27.50871575
Kepler-1390 b,Kepler-1390,6.48021673
Kepler-1506 b,Kepler-1506,14.0329154
Kepler-673 b,Kepler-673,3.728731093
Kepler-250 d,Kepler-250,17.64830992
Kepler-62 d,Kepler-62,18.16407876
Kepler-787 b,Kepler-787,0.928310498
Kepler-23 b,Kepler-23,7.106995
Kepler-83 b,Kepler-83,9.77045194
Kepler-1977 b,Kepler-1977,4.53702121
Kepler-1983 b,Kepler-1983,7.328519821
Kepler-1071 b,Kepler-1071,6.1799844
Kepler-151 b,Kepler-151,15.22894462
HD 150706 b,HD 150706,5894.0
Kepler-1362 b,Kepler-1362,
Kepler-204 c,Kepler-204,25.661658
Kepler-128 b,Kepler-128,15.09
Kepler-251 e,Kepler-251,99.6409653
Kepler-98 b,Kepler-98,1.541676628
Kepler-252 b,Kepler-252,6.66833241
Kepler-690 b,Kepler-690,7.748094374
Kepler-977 b,Kepler-977,26.85328322
Kepler-1444 b,Kepler-1444,33.42025398
Kepler-353 c,Kepler-353,8.41100287
V1298 Tau b,V1298 Tau,24.1396
Kepler-375 c,Kepler-375,19.9866157
Kepler-1104 b,Kepler-1104,5.03728015
Kepler-194 d,Kepler-194,52.81478933
Kepler-1930 b,Kepler-1930,13.0267964
GJ 676 A b,GJ 676 A,1050.3
Kepler-1673 b,Kepler-1673,33.78873953
Kepler-558 b,Kepler-558,29.00790538
Kepler-1015 b,Kepler-1015,16.00494214
Kepler-691 b,Kepler-691,
Kepler-301 d,Kepler-301,13.75134642
Kepler-307 b,Kepler-307,10.41572924
Kepler-104 d,Kepler-104,
Kepler-342 c,Kepler-342,26.2347447
Kepler-736 b,Kepler-736,3.601465336
Kepler-1479 b,Kepler-1479,14.53260546
Kepler-51 d,Kepler-51,130.17814386
Kepler-183 b,Kepler-183,5.6879831
HD 81688 b,HD 81688,183.93
OGLE-TR-132 b,OGLE-TR-132,1.689857
Kepler-1284 b,Kepler-1284,0.6640728155
GJ 433 c,GJ 433,3400.0
HD 217958 b,HD 217958,2560.19774
Kepler-605 b,Kepler-605,3.383538066
HD 160691 e,HD 160691,307.475
Kepler-306 e,Kepler-306,44.8412214
Kepler-196 b,Kepler-196,20.73991798
BD-17 63 b,BD-17 63,655.57
Kepler-235 d,Kepler-235,20.060548
Kepler-1130 d,Kepler-1130,4.272250175
Kepler-609 b,Kepler-609,6.521234
Kepler-122 e,Kepler-122,
K2-289 b,K2-289,13.156974
Kepler-1433 b,Kepler-1433,4.13592271
Kepler-1354 b,Kepler-1354,76.613377
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,
Kepler-608 b,Kepler-608,6.412512953
Kepler-241 c,Kepler-241,36.06586088
Kepler-1274 b,Kepler-1274,6.98152703
K2-360 c,EPIC 201595106,9.79692
Kepler-1809 b,Kepler-1809,3.757294695
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,
GJ 514 b,GJ 514,140.43
Kepler-841 b,Kepler-841,124.4197175
Kepler-1565 b,Kepler-1565,1.538185321
Kepler-11 c,Kepler-11,13.02492819
Kepler-321 b,Kepler-321,
Kepler-618 b,Kepler-618,3.595769645
Kepler-50 b,Kepler-50,7.81285862
Kepler-1565 b,Kepler-1565,1.538188437
Kepler-689 b,Kepler-689,22.36656079
Kepler-1938 b,Kepler-1938,13.06242496
Kepler-145 c,Kepler-145,42.88232415
KOI-984 b,KOI-984,4.287455473
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,
Kepler-1408 b,Kepler-1408,2.99793191
Kepler-605 b,Kepler-605,3.383540239
Kepler-1645 b,Kepler-1645,16.17803
Kepler-308 b,Kepler-308,9.69502544
Kepler-1522 b,Kepler-1522,1.847889171
Kepler-245 e,Kepler-245,3.219814777
Kepler-1775 b,Kepler-1775,85.6542476
Kepler-85 b,Kepler-85,8.3
Kepler-589 b,Kepler-589,16.54964934
Kepler-1083 b,Kepler-1083,33.4178173
Kepler-833 b,Kepler-833,18.75470238
Kepler-20 f,Kepler-20,19.5776286
Kepler-1259 b,Kepler-1259,0.6630865124
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,
Kepler-298 d,Kepler-298,77.4740991
Kepler-558 b,Kepler-558,
Kepler-1366 b,Kepler-1366,2.16
Kepler-1095 b,Kepler-1095,4.27103091
Kepler-146 c,Kepler-146,76.7325168
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,
Kepler-1642 b,Kepler-1642,12.2064304
Kepler-1110 b,Kepler-1110,
Kepler-993 b,Kepler-993,22.08551599
Kepler-196 b,Kepler-196,20.7398916559
Kepler-282 b,Kepler-282,
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,
Kepler-265 c,Kepler-265,
Kepler-784 c,Kepler-784,17.157236
Kepler-942 b,Kepler-942,44.96417488
Kepler-1398 c,Kepler-1398,4.13827684
Kepler-192 c,Kepler-192,21.22341
HD 1690 b,HD 1690,533.0
Kepler-118 c,Kepler-118,20.172023866
Kepler-1266 b,Kepler-1266,28.4750006
Kepler-60 d,Kepler-60,11.8984932
Kepler-712 c,Kepler-712,226.89047
Kepler-1273 b,Kepler-1273,28.625653
Kepler-287 b,Kepler-287,20.34237838
Kepler-32 c,Kepler-32,8.75209691
Kepler-462 c,Kepler-462,207.5827234
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,
Kepler-561 b,Kepler-561,58.36206265
Kepler-781 b,Kepler-781,
Kepler-1070 b,Kepler-1070,
Kepler-148 b,Kepler-148,1.729367077
Kepler-887 c,Kepler-887,7.63846023
Kepler-1675 b,Kepler-1675,63.0382
Kepler-749 b,Kepler-749,17.31711739
Kepler-689 b,Kepler-689,22.36664774
Kepler-51 c,Kepler-51,85.31664436
Kepler-178 c,Kepler-178,20.55280311
Kepler-1819 b,Kepler-1819,16.48689469
Kepler-238 b,Kepler-238,
Kepler-1157 b,Kepler-1157,4.45743267
Kepler-1525 b,Kepler-1525,2.41660149
K2-395 b,K2-395,4.803352
Kepler-1508 b,Kepler-1508,20.7057153
Kepler-221 d,Kepler-221,10.041568521
Kepler-173 c,Kepler-173,8.005783665
Kepler-179 b,Kepler-179,2.735900074
Kepler-1600 b,Kepler-1600,386.370548
Kepler-180 b,Kepler-180,13.81731817
Kepler-337 c,Kepler-337,9.69315566
Kepler-1621 b,Kepler-1621,92.26724194
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,
Kepler-62 c,Kepler-62,12.4416871
HD 99706 b,HD 99706,841.0
Kepler-264 c,Kepler-264,
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,
Kepler-1169 b,Kepler-1169,6.1101429373
Kepler-349 b,Kepler-349,5.93
Kepler-401 b,Kepler-401,14.38345309
Kepler-1542 c,Kepler-1542,2.89223021
Kepler-1850 b,Kepler-1850,1.385800004
Kepler-747 b,Kepler-747,35.61760587
K2-73 b,K2-73,7.4956613
Kepler-250 b,Kepler-250,4.148141
Kepler-166 c,Kepler-166,34.25951372
Kepler-1834 b,Kepler-1834,4.603098
Kepler-131 b,Kepler-131,16.092
Kepler-215 c,Kepler-215,14.667108
Kepler-113 c,Kepler-113,8.925076369
HIP 55507 b,HIP 55507,5138.43727
Kepler-634 b,Kepler-634,5.169487
Kepler-220 e,Kepler-220,45.9027566
Kepler-1498 b,Kepler-1498,48.0506878
Kepler-231 c,Kepler-231,19.2715468
Kepler-463 b,Kepler-463,8.981016833
Kepler-307 c,Kepler-307,13.08424286
Kepler-729 b,Kepler-729,
Kepler-1575 b,Kepler-1575,2.5531529872
K2-270 c,K2-270,4.4
Kepler-1587 b,Kepler-1587,9.4060467
Kepler-1447 b,Kepler-1447,56.6747285
Kepler-1578 b,Kepler-1578,1.450886907
Kepler-106 c,Kepler-106,13.57076622
Kepler-207 d,Kepler-207,5.86805
K2-336 b,K2-336,21.1976
Kepler-205 c,Kepler-205,20.3065126071
Kepler-1486 b,Kepler-1486,54.6495759
Kepler-501 c,Kepler-501,3.62269606
Kepler-219 c,Kepler-219,22.714
Kepler-249 d,Kepler-249,
Kepler-265 c,Kepler-265,17.02902786
Kepler-36 b,Kepler-36,13.849039
Kepler-992 b,Kepler-992,20.16034462
Kepler-325 b,Kepler-325,4.54443059
Kepler-1445 b,Kepler-1445,10.60052251
Kepler-1223 b,Kepler-1223,16.301259
Kepler-79 b,Kepler-79,13.485
Kepler-371 b,Kepler-371,34.7629923
Kepler-862 b,Kepler-862,3.148679
GJ 273 c,GJ 273,4.7234
Kepler-132 d,Kepler-132,18.01017833
Kepler-853 b,Kepler-853,7.1690901176
Kepler-915 b,Kepler-915,4.59489604
Kepler-127 d,Kepler-127,48.63036781
Kepler-353 b,Kepler-353,5.79529807
Kepler-245 d,Kepler-245,36.27594657
Kepler-132 c,Kepler-132,6.4149236485
Kepler-1102 b,Kepler-1102,51.3285623
Kepler-1093 b,Kepler-1093,25.0824626
Kepler-228 d,Kepler-228,11.09431923
Kepler-104 d,Kepler-104,51.7552755384
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,
Kepler-158 c,Kepler-158,28.55156868
Kepler-1616 b,Kepler-1616,6.76284377
Kepler-244 b,Kepler-244,4.311779906
Kepler-1665 b,Kepler-1665,11.954752661
Kepler-1992 b,Kepler-1992,15.611223
Kepler-1351 b,Kepler-1351,0.916140768
Kepler-175 c,Kepler-175,34.0350605
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,
Kepler-1353 b,Kepler-1353,24.7545105341
Kepler-325 d,Kepler-325,38.7146833
Kepler-323 b,Kepler-323,1.6783263
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,
Kepler-1263 b,Kepler-1263,4.55139967
Kepler-1788 b,Kepler-1788,2.800118124
Kepler-80 g,Kepler-80,14.651
Kepler-245 b,Kepler-245,7.49017229
Kepler-1266 c,Kepler-1266,4.86635506
Kepler-1145 b,Kepler-1145,3.97076603
Kepler-246 b,Kepler-246,4.601811819
Kepler-277 c,Kepler-277,33.0063185
Kepler-1283 b,Kepler-1283,12.945294243
Kepler-341 d,Kepler-341,27.6665971
Kepler-226 b,Kepler-226,3.941046
Kepler-974 b,Kepler-974,4.194525
Kepler-865 c,Kepler-865,6.209179878
Kepler-1610 c,Kepler-1610,44.9851882
HD 102329 b,HD 102329,778.09998
Kepler-218 d,Kepler-218,124.5231
Kepler-167 e,Kepler-167,341.0
Kepler-372 b,Kepler-372,6.84978728
Kepler-154 b,Kepler-154,33.0405046142
Kepler-1516 b,Kepler-1516,7.25931979
K2-369 b,K2-369,5.761612
Kepler-1749 b,Kepler-1749,14.53410194
Kepler-92 b,Kepler-92,13.74883059
Kepler-130 b,Kepler-130,8.4574215
Kepler-296 c,Kepler-296,5.841641
Kepler-648 b,Kepler-648,17.4211749
Kepler-1627 b,Kepler-1627,7.20283653
Kepler-751 b,Kepler-751,17.44487
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,
Kepler-383 c,Kepler-383,31.2012477468
Kepler-158 b,Kepler-158,16.70926046
Kepler-48 b,Kepler-48,4.77800306
Kepler-130 c,Kepler-130,27.50862867
Kepler-1649 b,Kepler-1649,8.68910764
Kepler-669 b,Kepler-669,4.125543472
Kepler-104 b,Kepler-104,11.427545631
Kepler-750 b,Kepler-750,9.42887179
Kepler-707 b,Kepler-707,2.237492
Kepler-866 b,Kepler-866,2.617032536
Kepler-1982 b,Kepler-1982,3.82315697
Kepler-163 c,Kepler-163,21.34736612
Kepler-1278 b,Kepler-1278,3.2394151514
Kepler-1224 b,Kepler-1224,13.32351601
Kepler-95 b,Kepler-95,11.523069953
GJ 581 c,GJ 581,12.9211
Kepler-1116 b,Kepler-1116,41.6977827
Kepler-342 c,Kepler-342,26.23489576
Kepler-683 b,Kepler-683,2.539183179
rho CrB e,rho CrB,12.949
Kepler-819 b,Kepler-819,33.1994
Kepler-497 b,Kepler-497,3.573203671
Kepler-1439 b,Kepler-1439,8.07392849
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,
Kepler-319 c,Kepler-319,6.941357
Kepler-387 c,Kepler-387,11.8377261
Kepler-342 c,Kepler-342,26.2348478
Kepler-1364 b,Kepler-1364,13.32191461
Kepler-1555 b,Kepler-1555,8.10503551
Kepler-132 e,Kepler-132,110.286531102
Kepler-1034 b,Kepler-1034,12.12400943
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,
Kepler-145 b,Kepler-145,22.95068896
Kepler-194 b,Kepler-194,2.092269993
Kepler-137 c,Kepler-137,18.73577127
Kepler-697 b,Kepler-697,3.7098771049
Kepler-374 c,Kepler-374,3.28280266
Kepler-995 b,Kepler-995,28.26727385
Kepler-1544 b,Kepler-1544,168.811174
Kepler-1464 c,Kepler-1464,5.32786292
HD 49674 b,HD 49674,4.94724
Kepler-1297 b,Kepler-1297,1.681911925
Kepler-390 b,Kepler-390,6.73811219
Kepler-370 b,Kepler-370,4.57950946
K2-372 b,K2-372,9.844077
Kepler-1584 b,Kepler-1584,13.3994287476
Kepler-1277 b,Kepler-1277,40.8366307
Kepler-1002 b,Kepler-1002,4.336429331
Kepler-1345 b,Kepler-1345,44.61731
Kepler-374 c,Kepler-374,3.28280266
HD 156668 b,HD 156668,4.6426
Kepler-1991 b,Kepler-1991,13.26084292
Kepler-294 c,Kepler-294,6.62643626
Kepler-1189 b,Kepler-1189,3.78861833
V1298 Tau e,V1298 Tau,40.2
Kepler-1053 b,Kepler-1053,2.41435261
Kepler-1513 b,Kepler-1513,160.88465087
Kepler-1046 b,Kepler-1046,14.37517
Kepler-218 d,Kepler-218,124.5245224
Kepler-232 b,Kepler-232,4.431242593
Kepler-1108 b,Kepler-1108,4.51005748
HD 5319 b,HD 5319,641.0
Kepler-48 d,Kepler-48,42.8964232444
Kepler-357 d,Kepler-357,
Kepler-1941 b,Kepler-1941,31.3351397
Kepler-1934 b,Kepler-1934,1.41975831
Kepler-404 c,Kepler-404,
Kepler-1016 b,Kepler-1016,
Kepler-80 b,Kepler-80,
Kepler-82 b,Kepler-82,26.44435456
HD 85390 b,HD 85390,799.52
Kepler-26 d,Kepler-26,3.543917895
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,
Kepler-1582 b,Kepler-1582,4.8381493035
Kepler-174 c,Kepler-174,44.0003975
Kepler-196 b,Kepler-196,20.73991798
Kepler-1801 b,Kepler-1801,10.44090078
Kepler-845 b,Kepler-845,0.92785928
Kepler-122 c,Kepler-122,12.465995556
kap CrB b,kap CrB,1261.94
Kepler-121 c,Kepler-121,41.0081183
Kepler-440 b,Kepler-440,
Kepler-161 c,Kepler-161,
Kepler-698 b,Kepler-698,16.32976218
Kepler-49 c,Kepler-49,
Kepler-1748 b,Kepler-1748,5.82349237
K2-339 b,K2-339,19.507428
Kepler-1576 b,Kepler-1576,6.98471973
Kepler-58 c,Kepler-58,15.57
Kepler-1048 b,Kepler-1048,6.92101021
Kepler-167 b,Kepler-167,4.393157678
Kepler-1618 b,Kepler-1618,6.10826019
Kepler-211 b,Kepler-211,4.13854364
Kepler-438 b,Kepler-438,35.2330694
Kepler-304 e,Kepler-304,1.499146953
Kepler-725 b,Kepler-725,
Kepler-701 b,Kepler-701,10.355459
Kepler-172 d,Kepler-172,14.62709685
Kepler-166 b,Kepler-166,7.650241916
Kepler-653 c,Kepler-653,
Kepler-1102 b,Kepler-1102,51.3285623
Kepler-305 d,Kepler-305,16.73865956
Kepler-1676 b,Kepler-1676,29.92205802
Kepler-58 e,Kepler-58,4.458252
EPIC 220674823 b,EPIC 220674823,0.571336
Kepler-1435 b,Kepler-1435,4.453434
Kepler-388 c,Kepler-388,13.2972698235
KOI-3503 c,KOI-3503,31.8245304
K2-22 b,K2-22,1.143201
Kepler-208 b,Kepler-208,4.22864
Kepler-254 c,Kepler-254,12.412
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,
BD+48 738 b,BD+48 738,392.6
Kepler-849 b,Kepler-849,394.6249514
Kepler-1403 b,Kepler-1403,5.19492747
Kepler-498 b,Kepler-498,9.61375316
Kepler-169 e,Kepler-169,13.76710058
Kepler-1319 b,Kepler-1319,2.88676368
HD 38529 c,HD 38529,2146.1
Kepler-171 c,Kepler-171,11.46347165
Kepler-183 c,Kepler-183,11.63701734
Kepler-1642 b,Kepler-1642,12.2059806281
Kepler-199 b,Kepler-199,23.64219092
Kepler-1074 b,Kepler-1074,5.94565516
Kepler-955 b,Kepler-955,14.5324573637
Kepler-796 b,Kepler-796,6.40087618
Kepler-255 c,Kepler-255,9.94603603
Kepler-143 b,Kepler-143,16.00749754
Kepler-215 b,Kepler-215,9.36063971
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,
Kepler-1540 b,Kepler-1540,125.4132302
HD 191806 b,HD 191806,1604.0
Kepler-1021 b,Kepler-1021,13.47469571
Kepler-770 b,Kepler-770,18.92549356
Kepler-861 b,Kepler-861,3.949631375
Kepler-1650 b,Kepler-1650,1.538180949
Kepler-964 b,Kepler-964,13.52252364
Kepler-262 c,Kepler-262,21.8536791
Kepler-1312 c,Kepler-1312,1.116128999
KOI-351 e,KOI-351,91.9404603
Kepler-126 c,Kepler-126,21.86964
Kepler-770 b,Kepler-770,18.92540274
Kepler-619 d,Kepler-619,11.678907
Kepler-155 b,Kepler-155,5.931192939
Kepler-243 c,Kepler-243,20.0261412
Kepler-69 c,Kepler-69,242.46712
Kepler-713 b,Kepler-713,7.411141
Kepler-320 b,Kepler-320,8.37159554
Kepler-197 b,Kepler-197,
Kepler-1300 b,Kepler-1300,22.2420032
Kepler-296 e,Kepler-296,34.14176909
Kepler-831 b,Kepler-831,5.62153941
Kepler-598 c,Kepler-598,86.4943704
Kepler-941 b,Kepler-941,
Kepler-290 c,Kepler-290,
Kepler-150 e,Kepler-150,30.8264713
Kepler-903 b,Kepler-903,10.3507721
Kepler-1566 b,Kepler-1566,0.539915238
Kepler-178 d,Kepler-178,96.6781926
Kepler-1282 b,Kepler-1282,2.131946513
Kepler-1208 b,Kepler-1208,11.08507658
Kepler-940 b,Kepler-940,59.6225257
Kepler-191 b,Kepler-191,9.939543
Kepler-1649 b,Kepler-1649,8.68909
Kepler-374 b,Kepler-374,1.8978129494
Kepler-649 b,Kepler-649,29.90722674
Kepler-364 b,Kepler-364,25.7457957
Kepler-114 c,Kepler-114,8.041
Kepler-370 c,Kepler-370,19.02339
Kepler-949 b,Kepler-949,
Kepler-181 c,Kepler-181,4.3021475287
Kepler-62 d,Kepler-62,18.16407876
Kepler-360 b,Kepler-360,3.289684
Kepler-133 b,Kepler-133,8.12999858
Kepler-145 c,Kepler-145,42.88247951
Kepler-637 b,Kepler-637,23.20584623
Kepler-851 b,Kepler-851,8.50699658
GJ 682 b,GJ 682,17.478
Kepler-1476 b,Kepler-1476,
Kepler-326 c,Kepler-326,4.580338622
Kepler-24 e,Kepler-24,18.99850923
Kepler-1777 b,Kepler-1777,12.18416331
Kepler-115 b,Kepler-115,2.403643296
Kepler-403 c,Kepler-403,54.2812031
Kepler-203 d,Kepler-203,11.3295929007
HIP 111909 b,HIP 111909,487.08
Kepler-414 b,Kepler-414,4.69967627
EPIC 206317286 c,EPIC 206317286,17.5125
Kepler-149 d,Kepler-149,160.0200597
Kepler-561 c,Kepler-561,5.350193
Kepler-95 b,Kepler-95,11.523069953
Kepler-1902 b,Kepler-1902,3.82222231
Kepler-1853 b,Kepler-1853,48.8882668
Kepler-124 c,Kepler-124,13.82139306
Kepler-967 c,Kepler-967,198.7106251
Kepler-276 b,Kepler-276,14.12846178
Kepler-1017 b,Kepler-1017,7.23400469
Kepler-753 b,Kepler-753,5.747719
Kepler-366 c,Kepler-366,12.51616
KOI-1831 d,Kepler-324,34.2069395
Kepler-927 b,Kepler-927,
Kepler-163 b,Kepler-163,7.81104673
Kepler-760 c,Kepler-760,2.46697439
Kepler-903 c,Kepler-903,62.9228557
Kepler-458 c,KIC 9663113,20.74028413
Kepler-296 c,Kepler-296,5.841636615
CoRoT-25 b,CoRoT-25,4.86069
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,
Kepler-831 b,Kepler-831,
Kepler-79 e,Kepler-79,81.0634942
Kepler-601 b,Kepler-601,5.378868441
Kepler-1201 b,Kepler-1201,15.18725932
HD 219828 b,HD 219828,3.8335
Kepler-1802 c,Kepler-1802,33.1364259
Kepler-133 c,Kepler-133,31.51779463
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,
Kepler-127 b,Kepler-127,14.43577
Kepler-1155 b,Kepler-1155,33.4698571
Kepler-141 b,Kepler-141,3.10763873
Kepler-1366 b,Kepler-1366,2.164570968
Kepler-1999 b,Kepler-1999,8.7393272
Kepler-476 b,Kepler-476,14.00640607
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,
Kepler-319 c,Kepler-319,6.941359624
Kepler-105 c,Kepler-105,7.12593999
Kepler-1367 b,Kepler-1367,1.574090272
Kepler-1711 b,Kepler-1711,21.0607072
Kepler-1570 b,Kepler-1570,26.548955
Kepler-537 b,Kepler-537,3.247548814
Kepler-1459 b,Kepler-1459,62.8691611
Kepler-501 b,Kepler-501,5.6406753983
Kepler-511 b,Kepler-511,296.637865
Kepler-1833 b,Kepler-1833,6.89213244
Kepler-966 b,Kepler-966,
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,
Kepler-1286 b,Kepler-1286,11.2545
Kepler-1130 d,Kepler-1130,4.27225316
Kepler-346 c,Kepler-346,23.85163032
Kepler-915 b,Kepler-915,4.59489604
Kepler-1208 b,Kepler-1208,11.08507658
Kepler-263 c,Kepler-263,47.3330262
Kepler-125 c,Kepler-125,5.77447
Kepler-1753 b,Kepler-1753,16.00460392
Kepler-307 b,Kepler-307,10.41572666
Kepler-849 b,Kepler-849,394.6244904
HD 45184 c,HD 45184,13.1407
Kepler-509 b,Kepler-509,41.74600392
Kepler-185 b,Kepler-185,1.632916419
Kepler-367 c,Kepler-367,53.5778376
Kepler-1117 b,Kepler-1117,
Kepler-107 b,Kepler-107,3.180026
Kepler-188 b,Kepler-188,2.061907358
Kepler-1315 b,Kepler-1315,0.84338011
Kepler-1474 b,Kepler-1474,36.4337867
YZ Cet b,YZ Cet,1.9689
Kepler-534 c,Kepler-534,7.37867551
Kepler-217 b,Kepler-217,5.37493491
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,
HU Aqr AB c,HU Aqr,4368.0
Kepler-1919 b,Kepler-1919,37.8869482
Kepler-280 c,Kepler-280,4.807103254
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1788.5
Kepler-92 c,Kepler-92,26.72311
Kepler-59 b,Kepler-59,11.8693144
Kepler-1439 b,Kepler-1439,8.07392849
Kepler-1207 b,Kepler-1207,13.68237119
Kepler-260 c,Kepler-260,76.0510651
Kepler-1260 b,Kepler-1260,19.11893509
K2-37 b,K2-37,4.443774
Kepler-1265 b,Kepler-1265,6.494474
Kepler-1455 b,Kepler-1455,
Kepler-871 b,Kepler-871,22.0459018
Kepler-354 d,Kepler-354,24.2102171
Kepler-123 b,Kepler-123,17.232
Kepler-968 c,Kepler-968,5.70940795
Kepler-135 c,Kepler-135,11.448708
Kepler-222 b,Kepler-222,3.936993706
Kepler-613 b,Kepler-613,15.77979614
Kepler-1677 b,Kepler-1677,22.0640623
Kepler-980 b,Kepler-980,11.55102504
Kepler-1226 b,Kepler-1226,17.2925062369
bet Pic c,bet Pic,1230.0
K2-147 b,K2-147,0.961918
Kepler-935 b,Kepler-935,4.88082858
Kepler-750 b,Kepler-750,9.42887179
Kepler-62 e,Kepler-62,122.3863812
Kepler-301 c,Kepler-301,5.41908491
Kepler-262 c,Kepler-262,21.8536791
HD 210702 b,HD 210702,354.8
Kepler-433 b,Kepler-433,5.3340867
Kepler-394 d,Kepler-394,5.61357629
Kepler-223 e,Kepler-223,19.72442147
Kepler-108 c,Kepler-108,190.3134
Kepler-1282 b,Kepler-1282,2.1319452629
6 Lyn b,6 Lyn,899.0
Kepler-998 b,Kepler-998,5.65378163
Kepler-388 b,Kepler-388,3.1732902751
Kepler-1083 b,Kepler-1083,33.4177993
Kepler-233 c,Kepler-233,60.4189369
Kepler-711 b,Kepler-711,23.58914398
HD 18742 b,HD 18742,772.0
Kepler-1858 b,Kepler-1858,88.0712696
Kepler-1400 b,Kepler-1400,9.06687613
Kepler-1062 b,Kepler-1062,9.30412078
Kepler-835 b,Kepler-835,11.41909375
Kepler-335 c,Kepler-335,67.844689
Kepler-392 c,Kepler-392,10.42317343
Kepler-399 c,Kepler-399,26.6757667029
Kepler-1190 b,Kepler-1190,10.45854
Kepler-359 b,Kepler-359,25.56377836
Kepler-623 b,Kepler-623,9.07097734
Kepler-788 b,Kepler-788,8.39846269
Kepler-341 c,Kepler-341,8.0103929
HD 173416 b,HD 173416,322.03
Kepler-1638 b,Kepler-1638,259.33683
Kepler-130 c,Kepler-130,27.50867519
Kepler-87 c,Kepler-87,573.95023
Kepler-305 d,Kepler-305,16.738661
