PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,framework_id,frame_hash
1627451,00 00 01.3,+20 26 33,G,0,0.59,0.35,12.0,0,-5685702162376003358,6952253886295929253
1025507,00 00 01.3,-07 01 26,G,0,0.49,0.18,131.0,0,-7258685225055764045,8819732545229161489
556602,00 00 01.5,-42 52 20,G,0,0.44,0.11,11.0,0,-5098152552555930331,1427288361973125729
265253,00 00 01.5,-72 08 54,G,0,0.48,0.2,118.0,0,-9103806241134330113,-5539131177187108747
870041,00 00 01.5,-18 17 25,G,0,0.53,0.24,77.0,0,7776822288094437384,-6680740101225429462
427855,00 00 01.5,-53 37 55,G,0,0.57,0.15,72.0,0,801780207350016201,-101991860995688891
1004399,00 00 01.6,-08 23 08,G,0,0.55,0.46,117.0,0,-1822342910404344718,4582412123894040392
1152096,00 00 01.6,-00 05 34,G,0,0.41,0.18,50.0,0,-2117500249296385588,-5906697879243104606
2,00 00 01.6,+47 16 29,G,SBb,1.27,0.17,162.0,UGC12889              MCG8-01-018           CGCG549-13            CGCG548-22            [RC2]A2357+47         IRAS23574+4659        NPM1G+46.0448,3749857543360061768,6158696625567142296
2025207,00 00 01.7,+33 09 53,G,0,0.57,0.06,91.0,0,4144869486449732048,3648549056400834665
597360,00 00 01.8,-39 30 46,G,0,0.46,0.09,75.0,0,-8837279651049696877,-7562629364816812077
597378,00 00 01.8,-39 30 41,G,0,0.59,0.22,40.0,0,-7041799445617651247,2829247241159484469
1554496,00 00 01.9,+18 15 31,G,0,0.43,0.02,0.0,0,6561939142300504330,-8422163669645353104
6,00 00 02.1,+15 52 53,G,0,0.55,0.13,0.0,CGCG456-13            KUG2357+156,-3991312087280716928,-1340337728434005936
1032184,00 00 02.1,-06 29 47,G,0,0.55,0.19,153.0,0,2008302843385040821,8226699561161037897
780813,00 00 02.3,-25 16 15,G,0,0.54,0.38,81.0,0,5956548570007280771,-6975129544866074795
277229,00 00 02.3,-69 46 04,G,0,0.45,0.18,146.0,0,4222779772082188826,-4751111078610211013
1057782,00 00 02.3,-04 28 04,G,0,0.52,0.15,19.0,IRASF23574-0444,-8421324136620876664,2087788414503831260
750506,00 00 02.4,-27 44 30,G,0,0.43,0.32,164.0,0,-1746245435202541832,-6531085537140527939
124869,00 00 02.4,-38 53 40,G,0,0.38,0.09,12.0,LCRSB235728.3-391022,8026519247123351160,6707735538314793632
1281052,00 00 02.5,+05 17 21,G,0,0.63,0.14,46.0,0,2230866046143428280,6903374975836904508
1977586,00 00 02.5,+32 02 49,G,0,0.51,0.3,174.0,0,5951104094187522966,408019795050038981
133590,00 00 02.7,-23 22 03,G,SO-a,0.69,0.09,26.0,DUKST537-38,-1858785332282547690,870370846639159918
798588,00 00 02.7,-23 39 12,G,0,0.42,0.17,98.0,IRAS23574-2356,-6919960713513720745,-2355574353460974990
775808,00 00 02.7,-25 43 01,G,0,0.6,0.34,25.0,0,-4667848678426058282,5326204220156940026
580652,00 00 02.8,-40 57 10,G,0,0.37,0.16,89.0,0,7416458412175654531,4531193185161796509
143105,00 00 02.8,-34 03 53,G,0,0.79,0.55,27.0,0,5593160490791364340,-2106970681709991708
923433,00 00 02.9,-14 31 47,G,0,0.62,0.48,24.0,0,-5990804189445710704,5420706881762344594
2440109,00 00 02.9,+53 24 11,G,0,0.39,0.09,110.0,0,-5426198556258017315,135218119663081058
2043919,00 00 02.9,+34 06 19,G,0,0.4,0.06,6.0,0,4649752654783367061,4067156425758601538
371047,00 00 02.9,-59 29 21,G,0,0.73,0.37,122.0,0,4771229490310293584,5644235097869483746
819342,00 00 03.0,-22 05 36,G,0,0.5,0.25,6.0,0,-8790341665338598016,6128869923697268486
551686,00 00 03.1,-43 12 27,G,0,0.42,0.22,17.0,0,8517518592402122755,3031576281370949570
675391,00 00 03.1,-33 30 34,G,0,0.37,0.16,144.0,0,-6756894077166255915,-5820630874854939396
533457,00 00 03.1,-44 48 18,G,0,0.39,0.06,130.0,0,5596289571869655254,-1409983044247213016
836270,00 00 03.1,-20 50 29,G,0,0.4,0.26,122.0,0,-7677740530111880652,-2700796402559593717
3,00 00 03.1,-18 00 30,G,Sc,0.82,0.36,0.0,MCG-3-01-012          IRAS23574-1817,-8714925080684733893,-7981887879222043270
2028486,00 00 03.1,+33 17 12,G,0,0.39,0.07,10.0,0,4820617712066960416,-2909451492998721204
775188,00 00 03.2,-25 46 33,G,0,0.64,0.51,0.0,0,3781094334402409682,-8559601854394658230
1126440,00 00 03.2,-01 06 48,G,0,0.41,0.15,130.0,0,-8168230765100161653,9209850650705960727
974615,00 00 03.3,-10 43 16,G,0,0.7,0.69,158.0,0,-2797534874142117321,-5273526047647090508
4,00 00 03.4,+23 05 16,G,Sc,0.93,0.68,63.0,KUG2357+228817,-764223720808507218,-3540310236399612360
1964345,00 00 03.5,+31 47 11,G,0,0.74,0.16,162.0,0,115244536614942146,-4500410105486589742
598724,00 00 03.5,-39 23 19,G,0,0.4,0.07,134.0,0,850105287087936487,-2760162366138400856
754953,00 00 03.5,-27 26 08,G,0,0.58,0.38,67.0,0,7604911008708887352,-3652176704800124490
73199,00 00 03.6,+26 00 50,G,Sc,0.86,0.37,79.0,KUG2357+257817,640163928774857076,-9216321066058082969
780860,00 00 03.7,-25 15 59,G,0,0.49,0.07,26.0,0,1229415892918381845,2257844451248490849
699349,00 00 03.8,-31 55 06,G,0,0.46,0.26,154.0,0,-3505547017430570765,4346350388083611331
781784,00 00 03.9,-25 10 56,G,0,0.4,0.13,55.0,0,-3395231848818098082,4191300837151574492
129171,00 00 04.0,-49 16 52,G,Sc,0.82,0.34,121.0,0,-5197314098398396766,8379537106459046635
445008,00 00 04.0,-52 21 58,G,0,0.54,0.18,162.0,0,-4778478006178371122,5139117079198819703
467390,00 00 04.1,-50 20 55,G,0,0.4,0.2,90.0,0,-2880279286074611319,6001020532547805202
2051005,00 00 04.2,+34 33 24,G,0,0.48,0.12,154.0,0,1794471475941692957,2746123587208581135
7,00 00 04.4,-00 05 04,GM,E-SO,0.75,0.09,162.0,MCG0-01-014           CGCG382-14            KPG600A               ARK590                NPM1G-00.0642,-1298362057304105241,-73305539878771760
771092,00 00 04.5,-26 08 25,G,0,0.44,0.06,54.0,0,-2328679715599263445,-884020303674886036
2794825,00 00 04.5,-39 28 04,G,0,0.0,0.0,0.0,0,-2455702339313535109,-8784569139825859989
822314,00 00 04.5,-21 53 18,G,0,0.64,0.32,105.0,0,5153361285211677887,6903983767106954636
997239,00 00 04.6,-08 56 38,G,0,0.52,0.36,64.0,0,-7274690166547922761,-1850000969972082740
2012302,00 00 04.7,+32 47 11,G,0,0.49,0.04,0.0,0,5934784203053158477,-8154921295563289783
1045312,00 00 04.7,-05 23 34,G,0,0.55,0.08,59.0,0,-1746664582880114404,393859196246339463
143106,00 00 04.7,+00 46 54,G,0,0.6,0.17,130.0,0,-5258829353217869118,7370125203106873675
485907,00 00 04.8,-48 35 01,G,0,0.46,0.35,148.0,0,-6683143521406756104,8678424516587967612
842368,00 00 04.9,-20 23 40,G,0,0.38,0.21,107.0,0,6274813113056036611,8682059550867141280
241481,00 00 04.9,-76 06 48,G,0,0.6,0.28,4.0,0,4340796359347125732,-4193933455962052402
639823,00 00 04.9,-36 10 58,G,0,0.51,0.4,156.0,0,3857814685033372249,7301858746920354769
829250,00 00 04.9,-21 21 51,G,0,0.35,0.05,0.0,0,7148933818902002898,-2762022618386282495
409805,00 00 05.0,-55 23 50,G,0,0.44,0.24,144.0,0,1022754416103469318,-1933782520714237614
8,00 00 05.1,-77 20 12,GM,0,0.5,0.25,85.0,(ESO12-11)            ESO-LV120112,-1295064622279220815,-5971842265261258034
15,00 00 05.1,-05 12 34,G,Sc,0.82,0.0,0.0,MCG-1-01-015,-7512554851130632480,-7047799036971501633
803029,00 00 05.1,-23 14 39,G,0,0.59,0.06,72.0,0,-4136599395998075784,-851746025701616271
868555,00 00 05.2,-18 24 16,G,0,0.37,0.16,93.0,0,-8893126695889307886,-7987778754350127182
1815123,00 00 05.2,+27 41 00,G,0,0.78,0.5,130.0,0,4796107978668052305,-2698655913932467968
754212,00 00 05.2,-27 29 15,G,0,0.55,0.12,166.0,0,-5947338855274641811,6545471700490007670
505166,00 00 05.3,-47 11 40,G,0,0.46,0.34,53.0,0,-3509258010875795145,-1935823091089370992
674186,00 00 05.4,-33 35 47,G,0,0.56,0.08,89.0,0,-1883308250683877985,-3422029041643063334
1344920,00 00 05.5,+08 20 38,G,0,0.61,0.17,171.0,0,3893775170485645103,-6937813810056534854
1828876,00 00 05.6,+28 11 30,G,0,0.64,0.35,87.0,0,-1490643169929079167,766346865619591132
305939,00 00 05.6,-66 17 36,G,0,0.54,0.42,46.0,0,-5071743038159653288,-788265821892303345
1124039,00 00 05.6,-01 12 58,G,0,0.5,0.13,79.0,0,6195593611113175201,-71569050104092349
352023,00 00 05.7,-61 49 43,G,0,0.38,0.06,26.0,0,6847096884454869330,-7612369154658172394
490478,00 00 05.7,-48 10 01,G,0,0.42,0.07,67.0,0,3262073312483235306,-5396709262935432457
199318,00 00 05.8,-35 39 21,G,0,0.67,0.31,144.0,DUKST349-64,154754309565574995,-940855960790460674
407967,00 00 05.9,-55 34 42,G,0,0.56,0.09,154.0,0,3428730077752401869,-1328077610228632626
568532,00 00 05.9,-42 05 02,G,0,0.42,0.17,14.0,0,5805039294449468699,-8010230519780825718
1714178,00 00 05.9,+24 42 20,G,0,0.41,0.17,53.0,0,-1518589414191961043,4941440132343851144
544278,00 00 06.0,-43 48 58,G,0,0.45,0.35,122.0,0,8070148127388978414,7695309416236713276
2437857,00 00 06.0,+53 19 29,G,0,0.58,0.1,55.0,0,-8762833932525440887,5402064394761904337
1593955,00 00 06.0,+19 28 59,G,0,0.36,0.05,96.0,0,-6262677578366893626,2188880893177675467
1484403,00 00 06.1,+15 25 48,G,0,0.63,0.32,143.0,0,7525332876523132434,-2356526628453808181
3094158,00 00 06.1,-18 31 32,G,0,0.0,0.0,0.0,NPM1G-18.0637,5629999810056565959,-9033411095584617418
1829164,00 00 06.1,+28 12 08,G,0,0.75,0.38,169.0,0,-325735601053966309,-3212613805223283701
843187,00 00 06.1,-20 20 03,G,0,0.39,0.1,67.0,0,-2738531659879875192,-9202868778988268728
1002429,00 00 06.1,-08 32 22,G,0,0.47,0.4,112.0,0,1085083496536129304,-129147749847570623
143108,00 00 06.3,-31 51 09,G,0,0.0,0.0,0.0,0,-1153978434891460822,-8357017354812695928
904436,00 00 06.4,-15 56 41,G,0,0.44,0.14,153.0,0,-7240549279162358920,-3719404174163086894
298892,00 00 06.4,-67 07 41,G,0,0.48,0.15,27.0,0,-1548204568319148344,7554815558000900360
2437724,00 00 06.5,+53 19 14,G,0,0.8,0.13,10.0,0,2634435825976081479,5504149532043093644
722186,00 00 06.5,-30 02 19,G,0,0.46,0.17,167.0,0,-5676074305547817882,2913022190281401824
1088566,00 00 06.6,-02 33 44,G,0,0.34,0.07,2.0,0,1697259622772359587,-6551542627670283494
2050404,00 00 06.6,+34 30 54,G,0,0.62,0.06,161.0,NPM1G+34.0479,3313669216630717016,-4907685035695719308
828790,00 00 06.6,-21 24 00,G,0,0.61,0.16,174.0,0,-2292595557667260020,-5303743076487180090
516670,00 00 06.6,-46 17 54,G,0,0.43,0.14,106.0,0,1793620924950855128,-1339226237427014155
1959230,00 00 06.6,+31 41 11,G,0,0.41,0.16,179.0,0,-7061389909883260600,-2298611136479923826
143109,00 00 06.7,-07 52 30,G,0,0.65,0.07,137.0,0,8599730344002507269,1853958192027542295
1968980,00 00 06.7,+31 52 35,G,0,0.36,0.06,45.0,0,917154547981634143,5580807130686750644
646504,00 00 06.7,-35 37 46,G,0,0.46,0.16,48.0,0,-3035916913485269669,5679029101054381767
1085315,00 00 06.7,-02 41 07,G,0,0.41,0.02,0.0,0,-443138440232906772,-5063861876964049478
643813,00 00 06.8,-35 51 12,G,0,0.37,0.01,0.0,0,-3624596979981105600,5127534145678445189
781029,00 00 06.8,-25 15 01,G,0,0.47,0.18,28.0,0,1852986868519418670,1252244461325724290
515027,00 00 06.9,-46 26 15,G,0,0.37,0.17,140.0,0,7472366398816248827,-6830256802794813878
515100,00 00 07.0,-46 25 50,G,0,0.49,0.43,58.0,0,7369823319525226404,8283597012621215337
14,00 00 07.0,+08 16 45,G,E,1.16,0.23,9.0,UGC12890              MCG1-01-006           NPM1G+08.0585,-5485155105599217863,1524479774653010989
1814613,00 00 07.0,+27 39 53,G,0,0.58,0.14,42.0,0,-5347766383371790607,7519809487188921505
836717,00 00 07.1,-20 48 23,G,0,0.47,0.06,79.0,0,3874792994608346678,-5838529150790641695
1561449,00 00 07.1,+18 30 12,G,0,0.6,0.12,104.0,NPM1G+18.0615,3475814770495497835,3813949005336038350
311006,00 00 07.1,-65 41 44,G,0,0.71,0.41,1.0,0,3855957791510847828,-8056846934661105107
751018,00 00 07.1,-27 42 19,G,0,0.75,0.61,68.0,0,6987063521125832968,8464799888098446513
835763,00 00 07.2,-20 52 36,G,0,0.37,0.13,83.0,0,3767516471298797054,8106192570662529878
1002173,00 00 07.2,-08 33 34,G,0,0.34,0.09,99.0,0,5254105512626855693,6480204749128568289
357331,00 00 07.3,-61 11 06,G,0,0.65,0.03,0.0,0,6594583731429573822,-6857518359080058254
910891,00 00 07.3,-15 27 56,G,0,0.55,0.27,2.0,0,-1637271819676811280,3684907708984530419
1095612,00 00 07.3,-02 18 40,G,0,0.57,0.45,73.0,0,-9133661843302099663,5723221764017247725
716243,00 00 07.3,-30 31 18,G,0,0.53,0.3,122.0,0,1371418763117939474,-72270840252580153
1299751,00 00 07.3,+06 23 11,G,0,0.6,0.23,106.0,0,4277975969782051320,-1704002169552197813
862935,00 00 07.5,-18 51 09,G,0,0.4,0.2,82.0,0,3222666654028412217,5575757149291813473
500755,00 00 07.5,-47 28 40,G,0,0.48,0.12,163.0,0,-9085422939454977659,4134755827545111460
822052,00 00 07.6,-21 54 23,G,0,0.53,0.1,30.0,0,-3590922892712520931,-2438806867843831643
1982660,00 00 07.6,+32 08 55,G,0,0.32,0.0,0.0,0,-3745285908053612160,6096140048595597330
517139,00 00 07.6,-46 15 18,G,0,0.5,0.4,142.0,0,8508567771703184121,-6132487817395059276
874998,00 00 07.6,-17 56 43,G,0,0.31,0.08,169.0,0,831361808408273585,3128955382503836336
2024610,00 00 07.6,+33 08 37,G,0,0.69,0.15,160.0,0,8342293515601211899,-6265917620943251042
2009332,00 00 07.6,+32 42 51,G,0,0.42,0.13,46.0,0,8828546198484848045,5010194772941245146
238506,00 00 07.7,-76 52 33,G,0,0.66,0.54,158.0,0,-5261745797665595187,-8789990224948086847
10,00 00 07.7,-00 02 28,GM,E-SO,0.74,0.09,34.0,MCG0-01-015           CGCG382-15            KPG600B               ARK591                KAZ579                NPM1G-00.0643,-5517066202208462805,-1462629671710708579
2794826,00 00 07.8,-39 38 59,G,0,0.0,0.0,0.0,0,4548925158930415387,8489465471464494618
901600,00 00 07.8,-16 10 04,G,0,0.57,0.57,155.0,0,4131610566461753116,1030295274925706230
734383,00 00 07.8,-29 01 30,G,0,0.65,0.7,17.0,0,-706466828703371860,-3724231515438722372
2020938,00 00 07.9,+33 01 22,G,0,0.41,0.12,46.0,0,6186633442088029442,8687535809622103340
336454,00 00 07.9,-63 03 10,G,0,0.6,0.61,70.0,0,-646609469048008393,-513757140058602929
1494405,00 00 07.9,+15 50 00,G,0,0.44,0.17,167.0,0,-3674311860503000939,-9005228651943554561
3096763,00 00 07.9,-63 35 36,G,0,0.0,0.0,0.0,0,-5269465173915591815,8715935728024161757
2424646,00 00 07.9,+52 49 28,G,0,0.48,0.21,20.0,0,3888354684538188545,-4538195947412206469
366576,00 00 08.0,-60 02 40,G,0,0.58,0.06,53.0,0,-8356038795056392455,5418991831031143515
1982575,00 00 08.1,+32 08 49,G,0,0.57,0.1,41.0,0,-1090851544628366933,2756831349739968113
128384,00 00 08.1,-53 50 46,G,Sc,0.88,0.14,101.0,0,-5145638763695321497,-3405514890091598215
781542,00 00 08.1,-25 12 18,G,0,0.46,0.05,152.0,0,-6543146776439354053,-8641101929916402358
448668,00 00 08.3,-52 06 15,G,0,0.43,0.11,29.0,0,2458859011384121698,-3221002987486201742
2396426,00 00 08.3,+51 34 52,G,0,0.58,0.48,164.0,0,-7488980723711487425,6695879725142051205
840248,00 00 08.3,-20 32 34,G,0,0.45,0.31,107.0,0,-3660457274030075473,202324077830342110
9,00 00 08.3,-77 20 19,GM,0,0.62,0.24,121.0,(ESO12-11)            ESO-LV120111,8593625671578424373,-5109413824317511301
435042,00 00 08.3,-53 02 18,G,0,0.53,0.36,124.0,0,5115318260605671032,3459468337640445092
1847159,00 00 08.4,+28 49 37,G,0,0.39,0.02,0.0,0,7519556860336915579,3172062483494681398
89489,00 00 08.4,-60 33 04,G,0,0.0,0.0,0.0,0,6512578717282376959,5894361401675002132
834290,00 00 08.5,-20 58 50,G,0,0.45,0.09,83.0,0,1043623407452749108,3515405073173741062
489837,00 00 08.5,-48 13 14,G,0,0.57,0.28,159.0,0,181031359590463256,2851744789483982963
333813,00 00 08.6,-63 17 11,G,0,0.44,0.15,52.0,0,38917497599973483,-1073046478635388796
300744,00 00 08.6,-66 55 34,G,0,0.45,0.19,0.0,0,-8612391256244852054,-7416882853108973189
12,00 00 08.6,-06 22 26,G,Sa,1.16,0.69,167.0,MCG-1-01-016,-2784560409831603995,-5155891342492130593
1629533,00 00 08.7,+20 31 02,G,0,0.53,0.17,53.0,0,-7353456666790637685,-4034683486327654180
143111,00 00 08.8,-33 41 36,G,0,0.78,0.35,137.0,0,-2890553913741533866,-1209447211949530969
644055,00 00 08.8,-35 50 02,G,0,0.37,0.06,77.0,0,-2316212404360728494,7037635256396794907
73200,00 00 08.8,+25 21 00,G,Sc,0.65,0.25,51.0,KUG2357+2506          IRAS23575+2504,5946859452836189183,-2295469827465875922
130029,00 00 08.8,-46 04 50,M,0,0.7,0.21,116.0,0,-4934200511301981056,2085490242430620825
519650,00 00 08.9,-46 02 42,G,0,0.65,0.61,86.0,0,7742366509965521228,-3422108030700158731
644546,00 00 08.9,-35 47 34,G,0,0.47,0.27,110.0,0,3882804538565146087,-3104655696811725071
922133,00 00 09.0,-14 37 43,G,0,0.38,0.14,99.0,0,4881708139495394667,4292682613980047509
890587,00 00 09.0,-16 59 11,G,0,0.78,0.13,111.0,0,2171717905670133917,7911412675175771463
1481182,00 00 09.0,+15 18 36,G,0,0.41,0.14,179.0,0,-8062436767482627640,-5714084078049751864
11,00 00 09.0,-77 20 29,GM,0,0.65,0.27,29.0,(ESO12-11)            ESO-LV120110          IRAS23575-7737,7150035636448298631,-6429506106882858419
2437788,00 00 09.1,+53 19 20,G,0,0.53,0.04,0.0,0,-1175812649602436411,1097867902959162371
386752,00 00 09.1,-57 41 54,G,0,0.52,0.17,93.0,0,-1858328508351376286,-85507496490285414
1958694,00 00 09.1,+31 40 33,G,0,0.39,0.13,85.0,0,3305923859110538133,6119631392599124478
1065274,00 00 09.1,-03 54 56,G,0,0.41,0.13,35.0,0,-1784314549599910352,-9076800824019276614
5,00 00 09.1,+32 44 18,G,SO-a,0.94,0.06,148.0,IC5370                MCG5-01-018           CGCG499-28            CGCG498-56            NPM1G+32.0620,3460568445270904682,8103374001657463457
1561228,00 00 09.1,+18 29 44,G,0,0.43,0.08,101.0,0,3612966617263693860,-4854853718313861735
1961266,00 00 09.2,+31 43 37,G,0,0.49,0.13,144.0,0,-2356652103259373246,3653617618765472249
362914,00 00 09.3,-60 29 36,G,0,0.28,0.02,0.0,0,1665645762569576091,-3017883143041978208
2390722,00 00 09.3,+51 14 03,G,0,0.43,0.07,50.0,0,2106629105384474878,-8767997976819005589
331419,00 00 09.4,-63 32 56,G,0,0.64,0.42,115.0,0,8364037351102245245,-3240961889788281200
1038494,00 00 09.4,-05 57 17,G,0,0.39,0.03,0.0,0,-4829964530131563194,4054896359510349012
2817385,00 00 09.4,+30 09 10,G,0,0.0,0.0,0.0,IRAS23575+2952,-9141784326700858651,1747330553984224293
1915168,00 00 09.5,+30 43 12,G,0,0.61,0.28,106.0,0,1672709980173039876,-6397839503015088299
2794827,00 00 09.6,-40 03 35,G,0,0.0,0.0,0.0,0,5862106041672311763,-7279348050352201209
389191,00 00 09.6,-57 30 12,G,0,0.51,0.43,27.0,0,3747211726729837734,1798600593829763854
731485,00 00 09.8,-29 15 21,G,0,0.35,0.08,150.0,0,-7221440538370870617,-3556183744095532484
141432,00 00 09.8,-63 35 38,G,0,0.68,0.66,134.0,0,-5355515213776284833,2920169482924513447
658336,00 00 09.8,-34 43 45,G,0,0.46,0.25,6.0,0,3760576635852252968,-7762104362598089997
731927,00 00 09.8,-29 13 07,G,0,0.55,0.15,76.0,0,4401332832544496889,6498437721049636460
1595669,00 00 09.8,+19 31 38,G,0,0.75,0.15,161.0,NPM1G+19.0601,7011985076695864148,-2718596894235107053
1600746,00 00 09.8,+19 39 32,G,0,0.36,0.04,0.0,0,-1767520660695104820,1589476256925958810
199310,00 00 09.9,-36 13 47,G,0,0.77,0.48,3.0,DUKST349-52,-2968916954736035872,1921311674863289408
1524287,00 00 10.0,+17 05 10,G,0,0.53,0.14,127.0,0,-2941892765107997591,-3655863302345204904
199349,00 00 10.1,-34 26 34,G,0,0.6,0.17,109.0,DUKST349-107,135719202299709881,8581207667442010086
143112,00 00 10.1,-29 09 51,G,0,0.77,0.46,168.0,0,6343436656866206435,2126747094439369052
740598,00 00 10.1,-28 31 40,G,0,0.42,0.23,120.0,0,-5549142257751182082,8624372429886989666
1171243,00 00 10.2,+00 38 03,G,0,0.36,0.12,111.0,0,-5509811245556887590,-4861706864220629240
2126041,00 00 10.2,+38 24 14,G,0,0.68,0.44,130.0,0,3729326641739012766,7588093456084160051
1292751,00 00 10.2,+05 59 51,G,0,0.67,0.04,0.0,0,-5165359626682444385,-5954731022362668116
404170,00 00 10.3,-55 59 18,G,0,0.56,0.41,112.0,0,8833578158500349569,-1942791350533929064
712391,00 00 10.4,-30 50 07,G,0,0.47,0.12,48.0,0,59505721256241629,-4087158473370760925
17,00 00 10.4,+04 55 51,G,0,0.0,0.0,0.0,UM15,8857341078786192147,110896097873959083
1712039,00 00 10.5,+24 37 29,G,0,0.45,0.28,0.0,0,5639387291468307841,-8508289105915725018
661266,00 00 10.5,-34 30 38,G,0,0.55,0.44,109.0,0,874194140411671947,188595966860395313
1324628,00 00 10.5,+07 32 51,G,0,0.51,0.06,66.0,0,-4984732271448556694,2778002216385634263
835348,00 00 10.6,-20 54 23,G,0,0.46,0.31,137.0,0,1469117463163222930,-1190404696081087684
1672379,00 00 10.6,+22 34 13,G,0,0.47,0.21,140.0,0,-7741349517535178657,8753929834176901125
685756,00 00 10.6,-32 48 33,G,0,0.33,0.1,14.0,0,866978549754729877,-1020680013738058984
848756,00 00 10.7,-19 55 05,G,0,0.37,0.14,122.0,0,-6954529216558237596,-3408552945950746663
616386,00 00 10.7,-37 52 05,G,0,0.46,0.25,161.0,0,-2597807468081333527,-4452756331336828544
143113,00 00 10.7,-48 31 26,G,0,0.72,0.15,114.0,0,-5588054345736849653,-4246065659528953986
874861,00 00 10.8,-17 57 19,G,0,0.54,0.48,151.0,0,-1373719751611860466,168757401857882072
1011026,00 00 11.0,-07 54 59,G,0,0.43,0.31,111.0,0,5061694048199963043,-9006316910270899765
124375,00 00 11.0,-41 32 00,G,0,0.0,0.0,0.0,LCRSB235737.0-414841,-3223338559372992837,929973636327327594
1808464,00 00 11.1,+27 26 55,G,0,0.47,0.24,56.0,0,134592342223214224,1912827166550369361
2050562,00 00 11.1,+34 31 39,G,0,0.69,0.11,154.0,NPM1G+34.0480,2802745656701064479,8198802720468917467
363523,00 00 11.1,-60 24 58,G,0,0.41,0.21,92.0,0,-8311823683130950685,4686520842024740371
879655,00 00 11.1,-17 39 29,G,0,0.45,0.17,43.0,0,4796394264839317951,-3959247586595877342
95111,00 00 11.1,-47 07 45,G,SO-a,0.65,0.38,126.0,0,7835344993501172611,8171209955837008557
16,00 00 11.3,-05 09 32,G,Sab,0.96,0.31,37.0,MCG-1-01-017,-2977487807683295510,1879542395521009101
977924,00 00 11.3,-10 27 41,G,0,0.49,0.34,70.0,0,-1679951900223022355,-2548187757024581813
928210,00 00 11.3,-14 09 28,G,0,0.49,0.21,60.0,0,-1653156953482953367,-6226904730580471665
1587819,00 00 11.3,+19 18 32,G,0,0.41,0.06,148.0,0,-1498813696144966130,-1951316617746005453
1891299,00 00 11.4,+30 07 37,G,0,0.49,0.13,110.0,0,-1332014356211782508,-1627794770384749457
124376,00 00 11.4,-41 22 34,G,0,0.0,0.0,0.0,LCRSB235737.4-413915,989001281687972116,-644386970804863715
661506,00 00 11.5,-34 29 32,G,0,0.38,0.13,147.0,0,-5296579706221793922,-2347667239133214719
2794828,00 00 11.5,-39 35 26,G,0,0.0,0.0,0.0,0,6774598031703390329,1733381809059191871
519264,00 00 11.5,-46 04 44,G,0,0.37,0.16,97.0,0,-1099142971581516269,-5035633109669509599
660701,00 00 11.6,-34 33 17,G,0,0.57,0.33,153.0,0,7200573551786666300,562596992518307212
1011317,00 00 11.7,-07 53 53,G,0,0.39,0.21,11.0,0,2637198772027114406,-939698364464762038
874834,00 00 11.7,-17 57 26,G,0,0.6,0.43,5.0,0,-4569556353715434218,8350675614968871338
408788,00 00 11.7,-55 29 48,G,0,0.59,0.56,120.0,0,-1193620303658382919,-6995120496915336143
656049,00 00 11.7,-34 53 52,G,0,0.36,0.17,142.0,0,432480193218969685,-4456452829429377830
3095388,00 00 11.7,+05 23 17,G,0,0.0,0.0,0.0,0,3697219850146358548,5668106455475002886
1448967,00 00 11.8,+14 05 23,G,0,0.67,0.31,108.0,0,-2797109761746892177,-3325949941425150214
623522,00 00 11.9,-37 24 49,G,0,0.54,0.29,92.0,0,-8259343188751019371,-3724040126351393467
939754,00 00 11.9,-13 18 24,G,0,0.67,0.56,15.0,0,-4687539959235039065,8744414126126095462
1262173,00 00 11.9,+04 00 46,G,0,0.58,0.11,134.0,0,-6755946791609195865,-4615488746763460422
552018,00 00 12.0,-43 11 09,G,0,0.42,0.12,148.0,0,-4641883319910735476,1621626370846799450
2409567,00 00 12.0,+52 13 12,G,0,0.33,0.06,178.0,0,6138233155450585615,-6956923443935962937
741083,00 00 12.1,-28 29 21,G,0,0.43,0.25,124.0,0,1017600437803423149,7394447619872977214
100703,00 00 12.1,-66 30 46,G,SO-a,0.9,0.06,98.0,0,-4019675818846618309,-6819979807237454538
2817447,00 00 12.1,+02 05 49,G,0,0.72,0.32,98.0,IRAS23576+0149413915,-5094920735475299719,423253399356058389
1034336,00 00 12.2,-06 18 38,G,0,0.48,0.11,30.0,NPM1G-06.0625,2201048966478008978,-6057843066736725790
1981702,00 00 12.2,+32 07 47,G,0,0.45,0.03,0.0,0,-2539871551128494172,28382958153628864
648482,00 00 12.3,-35 28 29,G,0,0.41,0.27,57.0,0,2232055156615144782,9154448757049766432
143116,00 00 12.3,-36 31 14,G,0,0.55,0.16,53.0,0,8003704633511596053,175301545232818624
976979,00 00 12.3,-10 32 11,G,0,0.52,0.47,72.0,0,4824440375271118588,-6186131680774745486
933294,00 00 12.4,-13 46 59,G,0,0.42,0.21,20.0,0,-4301504602245760311,-5240529107850172745
1068580,00 00 12.5,-03 38 51,G,0,0.4,0.07,133.0,0,7138089190822970269,-768113199410434965
1974634,00 00 12.6,+31 59 28,G,0,0.49,0.11,156.0,0,2526104178211829376,-4322582928618359828
373314,00 00 12.6,-59 11 15,G,0,0.6,0.19,151.0,0,-2227847872793155225,4350361833846982381
20,00 00 12.7,+01 07 11,G,Irr,0.93,0.18,131.0,MCG0-01-016           CGCG382-16            IRASF23576+0050,2142148443131010115,-7427534803733016007
