PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,frame_hash
780759,00 03 09.6,-25 16 34,G,,0.47,0.2,175.0,,3038576818662124087
847469,00 03 09.7,-20 00 28,G,,0.47,0.11,34.0,,-6892592104206165793
505415,00 03 09.7,-47 10 43,G,,0.37,0.18,178.0,,-5510960355906107596
588210,00 03 09.8,-40 16 37,G,,0.41,0.15,9.0,,-3378527508825601605
2467090,00 03 09.8,+54 21 14,G,,0.47,0.22,135.0,,-9079634496802767124
560880,00 03 09.8,-42 37 04,G,,0.38,0.08,21.0,,-771184403478546786
198134,00 03 09.8,-23 27 03,G,,0.76,0.53,160.0,DUKST472-17,8677469236895343865
498729,00 03 10.0,-47 36 23,G,,0.38,0.11,114.0,,2034770219811020428
107491,00 03 10.0,-40 59 18,G,,0.48,0.37,72.0,LCRSB000036.8-411560,5024090595716380283
210,00 03 10.1,+04 44 59,G,,0.49,0.07,50.0,UM16,4546681351923805697
1331100,00 03 10.1,+07 47 44,G,,0.57,0.06,59.0,,-5352504187858101783
1081076,00 03 10.2,-02 51 59,G,,0.5,0.15,133.0,,-7846869093100804885
746111,00 03 10.4,-28 04 45,G,,0.6,0.38,88.0,,7389829328024336982
1504510,00 03 10.5,+16 15 26,G,,0.44,0.14,108.0,,1968025775241885430
126703,00 03 10.5,-38 43 15,G,,,,,LCRSB000037.2-385957,6655432809068990919
1023108,00 03 10.5,-07 11 12,G,,0.54,0.08,130.0,,-3141263132978288386
101123,00 03 10.5,-27 24 11,G,,0.82,0.19,101.0,,4121784821958428628
211,00 03 10.5,-54 44 57,G,E-SO,1.05,0.09,66.0,MRC0000-550,2138522629915775049
312886,00 03 10.6,-65 29 23,G,,0.46,0.32,70.0,,5612039236584631231
209,00 03 10.6,-51 20 25,G,E,0.55,0.2,147.0,DRCG39-2,8075647644423631250
849715,00 03 10.8,-19 50 43,G,,0.56,0.3,5.0,,878323903400456203
753952,00 03 10.8,-27 30 22,G,,0.46,0.34,167.0,,2178950375419072824
758491,00 03 10.9,-27 11 45,G,,0.54,0.13,74.0,,-3770191061736612525
124330,00 03 10.9,-41 15 04,G,,0.39,0.24,55.0,LCRSB000037.7-413147,5603768775467206640
414782,00 03 10.9,-54 53 40,G,,0.36,0.17,73.0,,-5555576285280202330
634905,00 03 11.0,-36 35 48,G,,0.39,0.14,69.0,,3703901769436448426
1026122,00 03 11.0,-06 58 51,G,,0.45,0.22,34.0,,-9106542490805352541
754155,00 03 11.0,-27 29 28,G,,0.65,0.33,37.0,,6600408757542219049
1039114,00 03 11.1,-05 54 00,G,,0.4,0.04,,,6134502917067836463
820753,00 03 11.1,-21 59 41,G,,0.49,0.06,28.0,,851936182463464556
289056,00 03 11.2,-68 02 42,G,,0.54,0.47,19.0,,7939552685260703825
948637,00 03 11.2,-12 43 05,G,,0.44,0.11,159.0,,-2431587750094200102
95284,00 03 11.2,-27 52 43,G,E-SO,0.93,0.19,111.0,,-277486790630744396
980668,00 03 11.2,-10 14 21,G,,0.59,0.08,92.0,,-6866322345995578644
125015,00 03 11.2,-45 15 04,G,,0.56,0.14,54.0,LCRSB000037.9-453147,-8183272538335853857
579095,00 03 11.3,-41 06 06,G,,0.7,0.04,,,99667097619282134
212,00 03 11.3,+15 57 57,G,Sab,1.09,0.53,52.0,IC5381                UGC7                  MCG3-01-019           CGCG456-23,2440765576522298477
1951605,00 03 11.3,+31 31 45,G,,0.59,0.38,106.0,,-4405543861170216016
625740,00 03 11.5,-37 16 44,G,,0.47,0.38,89.0,,4515265519090522830
864126,00 03 11.6,-18 45 21,G,,0.42,0.17,68.0,,-2991716092490106771
1120875,00 03 11.7,-01 20 47,G,,0.38,0.06,101.0,,-770641949059854936
960948,00 03 11.8,-11 51 01,G,,0.48,0.12,3.0,,3413891479302869149
124331,00 03 11.8,-42 25 44,G,,,,,LCRSB000038.5-424226,1925689876000959291
476208,00 03 11.9,-49 30 03,G,,0.46,0.25,135.0,,7801670474465213427
1027114,00 03 11.9,-06 54 23,G,,0.34,0.09,9.0,,-3972253375753732209
632388,00 03 11.9,-36 48 21,G,,0.39,0.14,154.0,,3204724145914746083
2794865,00 03 11.9,-40 17 04,G,,,,,,6572240359777832774
610207,00 03 12.0,-38 19 48,G,,0.42,0.14,64.0,,-8576454808026328228
1733154,00 03 12.0,+25 20 28,G,,0.43,0.21,115.0,,9181366547975083925
138070,00 03 12.1,-35 58 04,G,,0.45,0.32,128.0,,300226658466540931
2794866,00 03 12.1,-39 44 47,G,,,,,,1159381458263664600
1985048,00 03 12.1,+32 11 37,G,,0.51,0.17,19.0,,1404663953897817502
763767,00 03 12.1,-26 47 45,G,,0.57,0.12,163.0,,-3064649132353666413
947774,00 03 12.2,-12 46 33,G,,0.51,0.26,106.0,,5787567084145590447
644912,00 03 12.2,-35 45 39,G,,0.48,0.1,98.0,,-925366655957580526
709707,00 03 12.2,-31 03 28,G,,0.38,0.08,176.0,,-5687257804871495998
1018671,00 03 12.2,-07 27 25,G,,0.51,0.15,180.0,,1655210105105830544
225807,00 03 12.3,-81 17 36,G,,0.53,0.12,129.0,,3073800028328290625
198766,00 03 12.3,-30 45 19,G,,,,,DUKST409-37,5759538392254410513
762316,00 03 12.3,-26 54 45,G,,0.43,0.29,8.0,,5911211559228049138
360578,00 03 12.3,-60 46 32,G,,0.58,0.06,36.0,,5495918572169899632
214,00 03 12.3,-52 18 02,GM,,0.53,0.47,128.0,(ESO149-14)           ESO-LV1490141,-1258920875384722083
754799,00 03 12.4,-27 26 45,G,,0.47,0.25,75.0,,-8892379052658234834
2401159,00 03 12.4,+51 50 33,G,,0.45,0.13,51.0,,-4203204325277139267
905288,00 03 12.6,-15 52 46,G,,0.35,0.09,176.0,,7637497643735514438
645409,00 03 12.6,-35 43 09,G,,0.57,0.15,39.0,,-2932621060647921650
199353,00 03 12.6,-35 08 47,G,,0.69,0.19,150.0,DUKST349-113,2584944509538276147
1704014,00 03 12.7,+24 17 33,G,,0.53,0.13,43.0,,4730507048275841328
2201413,00 03 12.7,+42 33 41,G,,0.56,0.17,23.0,,4056671891125775684
893096,00 03 12.7,-16 49 06,G,,0.4,0.16,180.0,,1397150540021609544
472623,00 03 12.7,-49 50 37,G,,0.46,0.17,56.0,,5458568878808630838
2799434,00 03 12.7,-36 03 25,G,,,,,,1853934014014086559
213,00 03 12.8,-35 56 15,G,E-SO,1.07,0.04,,ESO349-22             MCG-6-01-017          ESO-LV3490220         MRC0000-362,-734704325423499710
530906,00 03 12.8,-45 03 14,G,,0.41,0.16,26.0,,-1966316673707423361
208,00 03 12.8,+25 10 32,G,,0.71,0.19,41.0,CGCG477-44            CGCG478-16            IVZw2,3725567520947500772
2454486,00 03 13.0,+53 54 52,G,,0.49,0.15,154.0,,7984970466414847681
73216,00 03 13.4,-49 52 34,G,Sab,0.46,0.12,18.0,DRCG39-79,-8407508363795391589
2453273,00 03 13.4,+53 52 21,G,,1.04,0.48,108.0,,-3141622423244992137
876128,00 03 13.4,-17 52 15,G,,0.33,0.07,80.0,,-6793897600512320034
2118495,00 03 13.5,+38 07 31,G,,0.39,0.16,144.0,,-1807711007757925296
143226,00 03 13.6,-51 28 08,G,,0.75,0.57,146.0,,-5386469418783773882
1070218,00 03 13.6,-03 30 53,G,,0.6,0.18,10.0,NPM1G-03.0002,-1352526180433612343
1965138,00 03 13.6,+31 48 03,G,,0.46,0.18,64.0,,-2633998879983604046
124332,00 03 13.6,-41 54 04,G,,0.56,0.19,9.0,LCRSB000040.5-421046,8100869392956735741
525568,00 03 13.6,-45 32 50,G,,0.55,0.5,34.0,,-660234664442220593
527737,00 03 13.7,-45 20 50,G,,0.77,0.64,53.0,,-4916054018504900568
602510,00 03 13.7,-39 02 14,G,,0.65,0.17,103.0,,-9117824382483962800
212452,00 03 13.7,-01 58 09,G,,0.59,0.4,35.0,,-2476657031767017103
501327,00 03 13.8,-47 26 28,G,,0.36,0.15,144.0,,2243385605479955240
978052,00 03 13.9,-10 27 04,G,,0.64,0.42,46.0,,4384862926176656073
1733224,00 03 13.9,+25 20 33,G,,0.43,0.09,3.0,IRAS00006+2503421046,-2202722963175364484
2799423,00 03 14.0,-34 41 25,G,,,,,,1412552018180300594
1987594,00 03 14.1,+32 14 33,G,,0.61,0.11,52.0,NPM1G+31.0001,-7491591152509057956
665802,00 03 14.1,-34 11 38,G,,0.42,0.26,74.0,,3150793906154662193
405849,00 03 14.1,-55 48 22,G,,0.48,0.42,169.0,,2166029163647870111
215,00 03 14.1,-65 22 11,G,Sc,1.05,0.41,173.0,ESO78-12              ESO-LV780120,-4354765417208454356
132700,00 03 14.3,-27 14 29,G,Sc,0.89,0.41,28.0,,-7620033316318303057
506217,00 03 14.3,-47 07 34,G,,0.5,0.13,133.0,,2004410319212145401
1241491,00 03 14.3,+02 56 37,G,,0.5,0.12,66.0,,2546203721541154311
582599,00 03 14.3,-40 46 30,G,,0.62,0.46,41.0,,7511591356586868713
1011462,00 03 14.4,-07 53 18,G,,0.36,0.09,39.0,,-7683290886834708034
1802838,00 03 14.5,+27 16 06,G,,0.46,0.2,58.0,,-5701718969807523067
416257,00 03 14.7,-54 44 42,G,,0.48,0.2,88.0,,-541977567472745626
165292,00 03 14.7,+32 50 59,G,,,,,IRAS00006+3234,6408005370045373117
778493,00 03 14.8,-25 28 49,G,,0.59,0.28,,,8557282974638679601
1217772,00 03 14.8,+02 09 22,G,,0.42,0.08,77.0,,4017241287684069189
218,00 03 14.9,+16 08 44,G,Sab,1.7,0.35,134.0,NGC7814               UGC8                  MCG3-01-020           CGCG456-24            IRASF00006+1552       IRASF00006+1552,5770722295861268245
509866,00 03 14.9,-46 51 00,G,,0.41,0.22,121.0,,224322864470231219
628771,00 03 14.9,-37 04 24,G,,0.36,0.08,87.0,,8602996943908060400
1153449,00 03 14.9,-00 02 18,G,,0.6,0.41,30.0,,1056521926394858461
590098,00 03 15.0,-40 06 36,G,,0.46,0.23,60.0,,-8634754856179999479
950404,00 03 15.0,-12 36 25,G,,0.73,0.07,175.0,NPM1G-12.0002,4094861569160621285
1184576,00 03 15.0,+01 06 02,G,,0.53,0.36,98.0,,-871360486884526265
885894,00 03 15.2,-17 16 32,G,,0.5,0.21,154.0,,6604115231219575704
124333,00 03 15.3,-41 28 37,G,,0.46,0.15,162.0,LCRSB000042.1-414520,3533623789930482367
864348,00 03 15.3,-18 44 14,G,,0.38,0.21,144.0,,-635324209166172490
758782,00 03 15.4,-27 10 30,G,,0.35,0.08,169.0,,-9014296778290780748
107667,00 03 15.4,-39 07 04,G,,0.6,0.06,110.0,LCRSB000042.2-392346  DUKST293-22,1032679706253271720
992632,00 03 15.5,-09 18 37,G,,0.47,0.23,98.0,,610356828500642377
542526,00 03 15.6,-43 57 11,G,,0.59,0.35,171.0,,-161091849405237387
1129433,00 03 15.7,-00 59 48,G,,0.62,0.25,95.0,,5208546182499662701
217,00 03 15.8,-52 18 20,GM,,0.57,0.45,105.0,(ESO149-14)           ESO-LV1490140,1015677005564099334
749050,00 03 15.8,-27 50 50,G,,0.37,0.09,75.0,,-8956023351252814798
298881,00 03 15.8,-67 07 44,G,,0.5,0.19,43.0,,6684877400765045820
138071,00 03 15.9,-35 53 06,G,,0.85,0.63,168.0,DUKST349-94,-3702059303245688188
962707,00 03 15.9,-11 42 17,G,,0.43,0.21,2.0,,7647685100241194494
666212,00 03 15.9,-34 09 51,G,,0.34,0.08,172.0,,3550819489086205528
415822,00 03 16.0,-54 47 11,G,,0.73,0.5,65.0,,-2517506031654474789
1331685,00 03 16.1,+07 48 54,G,,0.69,0.07,81.0,NPM1G+07.0001,-9205850139866938425
1178991,00 03 16.2,+00 54 54,G,,0.46,0.18,85.0,,-6112452378459067116
409332,00 03 16.2,-55 26 43,G,,0.6,0.44,47.0,,-5031921680786113769
124334,00 03 16.3,-41 52 38,G,,,,,LCRSB000043.0-420919,2468065859562175082
881036,00 03 16.4,-17 34 24,G,,0.42,0.14,124.0,,1178255287324950920
756269,00 03 16.7,-27 21 09,G,,0.32,0.09,78.0,,-5484795053242468304
549231,00 03 16.7,-43 24 02,G,,0.47,0.26,107.0,,-8069945616086994270
2295200,00 03 16.7,+47 15 49,G,,0.58,0.17,170.0,,3266952004900995763
408814,00 03 16.8,-55 29 40,G,,0.63,0.33,53.0,,-718958914566762033
221,00 03 16.8,-07 12 48,G,,0.39,0.05,64.0,VIIIZw2,-2364219120971377543
2227433,00 03 16.8,+43 42 57,G,,0.54,0.2,44.0,,323788073170348475
870845,00 03 16.8,-18 14 00,G,,0.44,0.25,71.0,,-8214853351012893119
3095391,00 03 16.8,-27 56 27,G,,,,,,49744958753172941
713701,00 03 16.9,-30 43 33,G,,0.42,0.14,10.0,,4979781366183089222
1246939,00 03 16.9,+03 11 00,G,,0.54,0.29,165.0,,-2798242989895269688
535254,00 03 17.0,-44 37 47,G,,0.85,0.53,172.0,,2929708531301142880
939655,00 03 17.0,-13 18 56,G,,0.36,0.06,68.0,,1339610763360794127
736045,00 03 17.1,-28 53 55,G,,0.42,0.3,74.0,,4531060970714152578
546894,00 03 17.2,-43 35 56,G,,0.57,0.35,75.0,,7341782268279723027
2415108,00 03 17.2,+52 26 34,G,,0.75,0.09,160.0,,6230123052681666032
216,00 03 17.3,+03 37 18,G,Sb,0.94,0.34,140.0,MCG0-01-022           CGCG382-22            UM17,-7244079573845537660
883134,00 03 17.3,-17 26 47,G,,0.46,0.08,95.0,,-3905248929233664781
615830,00 03 17.4,-37 54 17,G,,0.49,0.4,70.0,,-7275009331912037322
2399799,00 03 17.4,+51 46 16,G,,0.61,0.52,152.0,,7981467824922105282
1208216,00 03 17.6,+01 51 29,G,,0.56,0.31,110.0,,2155425625899176922
859433,00 03 17.6,-19 07 42,G,,0.52,0.15,156.0,,3184067507631767936
931329,00 03 17.6,-13 55 40,G,,0.6,0.26,126.0,,-1460321876746102688
2736309,00 03 17.6,+70 28 16,G,,0.66,0.47,36.0,,-2574985505068028001
1239784,00 03 17.8,+02 52 37,G,,0.51,0.23,171.0,IRAS00007+0235,-5885234611875066826
522394,00 03 17.8,-45 49 18,G,,0.91,0.57,80.0,,6320487186954802324
303317,00 03 17.9,-66 37 08,G,,0.5,0.38,163.0,,-1815675557168396154
909918,00 03 17.9,-15 32 02,G,,0.37,0.04,,,-2850283239028633389
562161,00 03 18.0,-42 32 29,G,,0.53,0.28,20.0,,-4209039584487695478
770643,00 03 18.0,-26 10 45,G,,0.33,0.09,114.0,,-7471516578347519382
756828,00 03 18.1,-27 18 53,G,,0.41,0.26,78.0,,-1451667403034062438
124335,00 03 18.1,-42 22 45,G,,0.44,0.26,62.0,LCRSB000044.9-423927,-5638402483491250211
1854868,00 03 18.1,+29 04 26,G,,0.54,0.15,88.0,,6419680878196041380
746531,00 03 18.1,-28 02 43,G,,0.45,0.25,2.0,,-7466750588612071085
2210761,00 03 18.1,+43 00 02,G,,0.68,0.28,84.0,NPM1G+42.0001,4695751858622467281
228,00 03 18.1,+04 37 43,G,,1.0,0.15,141.0,UGC9,-4445665057372880757
143228,00 03 18.1,-13 16 19,G,,0.9,0.4,81.0,,2787384725113326482
212454,00 03 18.2,+08 36 42,G,,0.82,0.34,74.0,,-4240311207228739378
2096438,00 03 18.2,+37 15 29,G,,0.54,0.1,108.0,,5234023893864815026
780554,00 03 18.2,-25 17 41,G,,0.57,0.2,108.0,,1386437248357526125
782610,00 03 18.2,-25 06 21,G,,0.55,0.13,107.0,,9034505822267125850
1176136,00 03 18.3,+00 48 45,G,,0.35,0.08,21.0,,-4655387322030973661
462482,00 03 18.3,-50 50 19,G,,0.42,0.21,42.0,,-4124559012520144619
570275,00 03 18.3,-41 56 09,G,,0.39,0.19,150.0,,5812611792655621001
544728,00 03 18.4,-43 46 51,G,,0.6,0.18,29.0,,-6235639155444928259
107747,00 03 18.4,-45 16 17,G,,0.58,0.41,60.0,LCRSB000045.0-453300,-6490143261852541122
222,00 03 18.5,+22 38 32,G,Sc,0.77,0.34,9.0,KUG0000+223.0-453300,4668032818200812955
1953626,00 03 18.5,+31 34 18,G,,0.44,0.13,170.0,,65868301231830870
544058,00 03 18.5,-43 49 58,G,,0.52,0.14,24.0,,331444597214007864
974137,00 03 18.6,-10 45 23,G,,0.37,0.07,33.0,,-3463666063813811312
588281,00 03 18.6,-40 16 16,G,,0.55,0.29,68.0,,8425438575449657554
1206574,00 03 18.6,+01 48 38,G,,0.45,0.22,28.0,,-2073749548467422525
763846,00 03 18.6,-26 47 23,G,,0.45,0.32,40.0,,-4638296825192767003
704997,00 03 18.7,-31 27 03,G,,0.47,0.37,72.0,,6802917657936267941
461997,00 03 18.9,-50 53 14,G,,0.44,0.27,49.0,,-7574055746179321713
199882,00 03 18.9,-42 01 47,G,,0.66,0.14,98.0,DUKST293-18,-2990151139109187388
125016,00 03 19.0,-44 13 06,G,,0.44,0.1,70.0,LCRSB000045.6-442948,-6616020361590313813
1616130,00 03 19.0,+20 05 37,G,,0.55,0.22,144.0,,8991861201792967070
504531,00 03 19.0,-47 14 09,G,,0.64,0.46,91.0,,6519069213033024233
615897,00 03 19.0,-37 54 02,G,,0.45,0.09,12.0,,-7333768602651209037
1819666,00 03 19.1,+27 51 02,G,,0.66,0.5,68.0,,2239375983694658238
1972834,00 03 19.2,+31 57 18,G,,0.51,0.19,2.0,,-4492282291918349582
1219223,00 03 19.3,+02 11 59,G,,0.54,0.38,121.0,,-213649673828514633
2227442,00 03 19.4,+43 42 58,G,,0.52,0.11,139.0,,5134161385158226411
1215749,00 03 19.4,+02 05 38,G,,0.43,0.14,37.0,,4292461725265915333
425093,00 03 19.5,-53 53 17,G,,0.62,0.4,57.0,,7520089978601467018
1002776,00 03 19.6,-08 30 40,G,,0.37,0.14,115.0,,6576143848352097508
621355,00 03 19.7,-37 33 13,G,,0.42,0.26,143.0,,7821115819384800599
711028,00 03 19.7,-30 56 56,G,,0.63,0.34,113.0,,-4293286037410515949
542992,00 03 19.8,-43 54 51,G,,0.49,0.42,90.0,,7387586721548120402
266576,00 03 19.8,-71 54 26,G,,0.32,0.06,79.0,,-6246832194501342075
942527,00 03 20.1,-13 07 31,G,,0.58,0.43,165.0,,-571933538786014866
223,00 03 20.4,+29 47 50,G,SBc,0.86,0.15,94.0,UGC12                 MCG5-01-028           CGCG499-41            CGCG498-69            KIG2,1157018461036013493
581083,00 03 20.4,-40 54 49,G,,0.4,0.16,110.0,,-9200188806585135070
143229,00 03 20.4,-39 48 23,G,,0.74,0.64,130.0,,3407274396368866041
662139,00 03 20.4,-34 27 01,G,,0.48,0.15,37.0,,8102736959209496122
226,00 03 20.5,+08 37 10,M,,1.06,0.06,16.0,UGC10                 MCG1-01-015           CGCG408-15            IRAS00007+0820,-5348674906745243368
2204394,00 03 20.7,+42 42 17,G,,0.58,0.11,166.0,,-5780106581035574950
1464132,00 03 20.8,+14 40 24,G,,0.41,0.05,,NPM1G+14.0001,-888209408966311021
617449,00 03 20.8,-37 47 59,G,,0.32,0.08,124.0,,-7322548629632320107
1065364,00 03 20.8,-03 54 31,G,,0.35,0.07,66.0,,278743285157678021
107492,00 03 20.9,-41 16 19,G,,0.51,0.41,20.0,LCRSB000047.7-413301,-213883033923588955
569270,00 03 21.0,-42 01 22,G,,0.31,0.03,,,6897183118315613051
1832490,00 03 21.0,+28 19 19,G,,0.79,0.38,43.0,,7927811627382118522
225,00 03 21.0,+22 29 36,M,,0.52,0.23,121.0,KUG0000+222.7-413301,2893066277920914963
1011609,00 03 21.0,-07 52 45,G,,0.48,0.22,89.0,,5147410542041170184
630411,00 03 21.1,-36 57 25,G,,0.43,0.11,110.0,,6975619351102087466
560280,00 03 21.1,-42 39 05,G,,0.45,0.17,149.0,,8357003352497051687
138072,00 03 21.1,-35 56 26,G,,,,,,-3972530064171555309
1854942,00 03 21.1,+29 04 35,G,,0.61,0.3,170.0,,-6492642815936131568
548063,00 03 21.2,-43 29 50,G,,0.44,0.06,109.0,,-772851129370479213
107748,00 03 21.2,-44 04 19,G,,0.34,0.09,57.0,LCRSB000047.9-442101,4860111099903616323
224,00 03 21.2,-50 04 49,G,SO-a,0.86,0.4,109.0,FAIRALL627            DRCG39-68,-5476669061054690009
2396029,00 03 21.3,+51 33 25,G,,0.48,0.22,69.0,,-1389375978404539784
689245,00 03 21.3,-32 35 51,G,,0.42,0.12,126.0,,-4032255741367847913
1048663,00 03 21.3,-05 08 59,G,,0.42,0.07,152.0,,-3994699356855334210
2391486,00 03 21.3,+51 16 52,G,,0.51,0.19,134.0,,2200920569526004371
2448604,00 03 21.4,+53 42 29,G,,0.4,0.14,108.0,,1420500247607469474
569684,00 03 21.4,-41 59 07,G,,0.46,0.33,162.0,,6891920576938428812
227,00 03 21.5,+22 06 12,G,Sc,0.95,0.14,55.0,UGC11                 MCG4-01-014           CGCG478-18            CGCG477-46,-8099178739929133661
73217,00 03 21.5,-54 33 37,G,Sc,0.93,0.05,115.0,,2995077406152617867
220,00 03 21.6,-09 59 00,G,Sb,0.73,0.16,5.0,MCG-2-01-011          NPM1G-10.0001,-4717329303894955031
143230,00 03 21.6,-19 06 04,G,,0.72,0.36,134.0,,2969037078356963691
2130462,00 03 21.6,+38 33 45,G,,0.43,0.07,174.0,,5209843321457925383
761142,00 03 21.7,-26 59 55,G,,0.59,0.48,167.0,,7350007393454329714
125017,00 03 21.7,-44 36 24,G,,0.43,0.28,85.0,LCRSB000048.3-445306,5298049876570427136
789696,00 03 21.7,-24 27 52,G,,0.57,0.09,20.0,,1377405683904294506
2453243,00 03 21.7,+53 52 17,G,,0.63,0.23,135.0,,68820436189927406
107493,00 03 21.8,-41 05 19,G,,0.38,0.11,160.0,LCRSB000048.6-412201,8304345530485041936
847050,00 03 21.9,-20 02 30,G,,0.46,0.16,23.0,,1652634563118936919
230,00 03 21.9,+30 46 56,G,Sc,0.61,0.22,165.0,CGCG499-42            CGCG498-70            KIG3,-2968626659789279481
2822028,00 03 22.0,-17 27 11,G,,,,,MRC0000-177,16786438974277216
143232,00 03 22.1,-43 46 15,G,,,,,,4061419981934729588
820998,00 03 22.2,-21 58 39,G,,0.5,0.21,140.0,,-8901104771915000660
713899,00 03 22.2,-30 42 37,G,,0.59,0.46,137.0,,-4957941874799629423
443692,00 03 22.2,-52 27 21,G,,0.44,0.22,141.0,,2836169004525178943
2799424,00 03 22.3,-34 38 11,G,,,,,,-7580502238770404052
1010295,00 03 22.3,-07 57 48,G,,0.41,0.06,56.0,,-339661985515883892
219,00 03 22.3,-10 46 13,G,Sbc,0.94,0.57,,MCG-2-01-012,3173817412336745950
578008,00 03 22.4,-41 12 17,G,,0.42,0.09,92.0,,-1024831131225862664
198780,00 03 22.4,-30 49 49,G,,0.68,0.27,162.0,DUKST409-51,-720529123665470299
596690,00 03 22.4,-39 34 02,G,,0.57,0.38,,,-2459300152832033660
747582,00 03 22.4,-27 57 35,G,,0.4,0.09,100.0,,2805489153310033395
459056,00 03 22.4,-51 10 15,G,,0.56,0.26,167.0,,3147818357894841669
143233,00 03 22.4,+01 03 28,G,,0.73,0.25,16.0,NPM1G+00.0001,-5656089412372104117
1799729,00 03 22.5,+27 09 59,G,,0.38,0.15,98.0,,-6840292868338347730
1048046,00 03 22.6,-05 11 31,G,,0.41,0.2,1.0,,2195427986935813966
403600,00 03 22.6,-56 03 00,G,,0.44,0.08,88.0,,-6246932392691928135
544112,00 03 22.7,-43 49 43,G,,0.3,0.05,59.0,,-8959617508365849021
232,00 03 22.8,+34 53 59,G,,0.49,0.1,84.0,IVZw3,-8290396295243528214
124336,00 03 22.8,-41 54 32,G,,0.36,0.09,147.0,LCRSB000049.7-421114,-2167535307959648373
229,00 03 23.0,+05 42 17,G,SBc,0.89,0.02,,MCG1-01-016           CGCG408-16            KUG0000+054,-6413185920614458517
143234,00 03 23.0,-54 25 08,G,,0.71,0.54,138.0,,4345293125141107396
736550,00 03 23.0,-28 51 27,G,,0.56,0.08,136.0,,-4470393963401543489
2255562,00 03 23.1,+44 56 36,G,,0.61,0.07,125.0,,6625485552435600906
963606,00 03 23.1,-11 37 26,G,,0.34,0.06,77.0,,985250470306744825
1042716,00 03 23.2,-05 35 48,G,,0.37,0.13,46.0,,-6529737108786022860
130935,00 03 23.2,-40 56 30,G,SO-a,0.85,0.17,80.0,,6030768087849825038
1318173,00 03 23.3,+07 17 17,G,,0.61,0.36,103.0,,-2109465466689252761
867620,00 03 23.3,-18 28 48,G,,0.38,0.15,111.0,,6843690502475746259
749144,00 03 23.5,-27 50 22,G,,0.66,0.41,156.0,,-5187148688485315609
361409,00 03 23.5,-60 40 31,G,,0.49,0.21,61.0,,1847141964454950695
748375,00 03 23.5,-27 53 52,G,,0.55,0.29,147.0,,-2627076239125652470
794857,00 03 23.6,-23 59 08,G,,0.63,0.55,48.0,,2453203368371543513
655253,00 03 23.8,-34 57 19,G,,0.34,0.13,117.0,,-2487450743245298477
2799425,00 03 23.8,-34 36 33,G,,,,,,8620160181941582249
840890,00 03 23.8,-20 29 59,G,,0.54,0.05,124.0,,5767737596392831754
911978,00 03 23.9,-15 22 51,G,,0.43,0.2,66.0,,1958266110570712000
233,00 03 24.0,-49 47 30,G,SO,1.16,0.33,146.0,ESO193-11             ESO-LV1930110         FAIRALL361,1097490780131419500
107749,00 03 24.0,-44 56 28,G,,,,,LCRSB000050.8-451309,-3447814847298731319
420919,00 03 24.1,-54 17 20,G,,0.43,0.09,6.0,,-9149890620416977880
142546,00 03 24.1,-24 46 42,G,SO-a,0.66,0.04,,,-4452583607105120745
577116,00 03 24.1,-41 17 27,G,,0.52,0.48,120.0,,2873522633875170047
588944,00 03 24.1,-40 12 35,G,,0.42,0.1,174.0,,2252417559056524249
1551663,00 03 24.1,+18 09 16,G,,0.47,0.12,49.0,,-8262031276857375942
1660359,00 03 24.1,+21 56 28,G,,0.38,0.09,68.0,,2926373398554030298
946505,00 03 24.1,-12 51 45,G,,0.43,0.07,136.0,,1807879706514738774
766876,00 03 24.2,-26 31 39,G,,0.64,0.16,4.0,,2046628883422650051
483701,00 03 24.2,-48 47 19,G,,0.39,0.1,71.0,,6516895402361540374
1210990,00 03 24.2,+01 56 36,G,,0.42,0.18,111.0,,-8886590864084984324
143236,00 03 24.2,-54 35 09,G,,0.77,0.57,85.0,,4364289679975831944
2007167,00 03 24.3,+32 39 53,G,,0.73,0.4,97.0,,-8431285715910044636
415426,00 03 24.3,-54 49 33,G,,0.7,0.39,34.0,,1881998443153463115
672522,00 03 24.3,-33 42 52,G,,0.31,0.03,,,-1566765058317602654
2794867,00 03 24.4,-40 13 51,G,,,,,,3133077088725360454
745393,00 03 24.4,-28 08 15,G,,0.42,0.16,77.0,,-1674114924511585059
1663156,00 03 24.5,+22 04 57,G,,0.42,0.11,6.0,,-8734205273078535577
593102,00 03 24.6,-39 52 08,G,,0.37,0.11,129.0,,8814923949875626320
331752,00 03 24.7,-63 30 49,G,,0.33,0.06,92.0,,2252785027278590979
403452,00 03 24.7,-56 03 55,G,,0.37,0.09,63.0,,1405255736325635682
143237,00 03 24.9,-48 57 32,G,,,,,,3216926140635689024
714306,00 03 25.0,-30 40 40,G,,0.52,0.04,,,8991965561453323448
1814656,00 03 25.0,+27 39 58,G,,0.37,0.08,86.0,,3411308856385713891
689644,00 03 25.0,-32 34 27,G,,0.57,0.45,67.0,,1967896724034474893
565591,00 03 25.1,-42 18 21,G,,0.39,0.2,179.0,,-3474648934783920660
265937,00 03 25.2,-72 01 55,G,,0.36,0.15,164.0,,5850948460741805053
376654,00 03 25.2,-58 45 02,G,,0.74,0.5,75.0,,-7120205777120948993
664276,00 03 25.2,-34 18 04,G,,0.34,0.06,119.0,,-3454141923188958137
107494,00 03 25.3,-41 04 18,G,,0.43,0.28,180.0,LCRSB000052.0-412100,6542446247284794797
