PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,frame_hash
2093369,00 00 44.6,+37 07 09,G,,0.47,0.2,70.0,,1113835802701332039
220776,00 00 44.7,-83 42 06,G,,0.77,0.78,50.0,,-1529525682406133482
130028,00 00 44.7,-46 23 43,G,SO-a,0.82,0.18,165.0,,-6837552736638372884
270040,00 00 44.8,-71 12 11,G,,0.48,0.32,89.0,,6554807546923445461
396826,00 00 44.8,-56 49 34,G,,0.52,0.08,133.0,,4704735045714302442
549310,00 00 44.9,-43 23 41,G,,0.47,0.13,147.0,,3085353474960115118
2038248,00 00 44.9,+33 45 23,G,,0.52,0.43,158.0,,-3219381140031889626
224405,00 00 44.9,-81 58 03,G,,0.78,0.39,25.0,,6400278104102285183
636919,00 00 44.9,-36 25 33,G,,0.4,0.19,149.0,,8035407870453686006
1340445,00 00 44.9,+08 09 29,G,,0.89,0.29,56.0,NPM1G+07.0536,5786064845863732780
771735,00 00 44.9,-26 05 09,G,,0.34,0.14,54.0,,-5431340880315462497
772136,00 00 44.9,-26 02 55,G,,0.36,0.1,51.0,,5865017109703271092
573466,00 00 44.9,-41 39 26,G,,0.36,0.16,105.0,,-8446544436604647209
226338,00 00 45.0,-81 03 25,G,,0.43,0.22,118.0,,-5565422014947418235
60,00 00 45.1,+28 22 19,GM,SO-a,0.61,0.2,157.0,HCG99D,184812743699527815
915338,00 00 45.1,-15 07 42,G,,0.54,0.13,43.0,,-4839940030855385576
1141833,00 00 45.2,-00 29 58,G,,0.42,0.21,93.0,,9016845676452011840
475936,00 00 45.2,-49 31 37,G,,0.48,0.33,71.0,,9147812613851510517
527732,00 00 45.3,-45 20 52,G,,0.56,0.39,118.0,,-6792100518640807716
143146,00 00 45.4,-68 05 18,G,,0.61,0.13,75.0,,4653041345581760710
848556,00 00 45.4,-19 55 54,G,,0.58,0.17,128.0,,3088413497276645267
3094159,00 00 45.6,-17 44 39,G,,,,,NPM1G-18.0638,3847717918307823273
547730,00 00 45.6,-43 31 29,G,,0.37,0.06,96.0,,-2538436804564850080
642035,00 00 45.6,-35 59 54,G,,0.51,0.33,34.0,,-2280944520844361213
771302,00 00 45.8,-26 07 18,G,,0.62,0.09,118.0,,4376581140599789945
1473503,00 00 45.8,+15 02 05,G,,0.45,0.01,,,7345472276439047369
1039746,00 00 45.9,-05 50 41,G,,0.42,0.21,125.0,,-4226930266105476011
765060,00 00 45.9,-26 41 18,G,,0.39,0.09,144.0,,8947118739068472563
329728,00 00 45.9,-63 43 54,G,,0.34,0.08,73.0,,1072228247033670953
750405,00 00 46.0,-27 44 52,G,,0.49,0.23,174.0,,-7668002445022513814
896314,00 00 46.0,-16 34 52,G,,0.52,0.22,96.0,,8099559426760698939
554562,00 00 46.1,-43 00 09,G,,0.44,0.35,155.0,,6750256810657903747
556439,00 00 46.1,-42 52 56,G,,0.54,0.27,52.0,,-3475770274303191651
2607440,00 00 46.2,+60 49 30,G,,0.54,0.5,141.0,,8274305991095986061
781006,00 00 46.2,-25 15 09,G,,0.43,0.1,147.0,,6946689373743357957
781771,00 00 46.3,-25 10 59,G,,0.37,0.12,14.0,,906773975300116717
1342937,00 00 46.3,+08 15 28,G,,0.56,0.09,180.0,,-5724151009020615520
373836,00 00 46.3,-59 06 58,G,,0.47,0.04,,,-6308873313577946289
849253,00 00 46.3,-19 52 53,G,,0.38,0.18,93.0,,-8886044416449188723
508513,00 00 46.4,-46 57 29,G,,0.45,0.15,8.0,,6740059260378239396
856595,00 00 46.6,-19 20 19,G,,0.48,0.14,91.0,,-3804898820440704908
1095685,00 00 46.6,-02 18 32,G,,0.63,0.04,,,9400585331737648
62,00 00 46.8,-77 34 49,G,Sbc,1.0,0.72,12.0,ESO12-13              ESO-LV120130,4516295456181150079
736035,00 00 46.8,-28 53 57,G,,0.33,0.07,93.0,,6751092497914613799
1015445,00 00 46.8,-07 38 42,G,,0.34,0.08,123.0,,-3357422476894261208
714679,00 00 46.9,-30 38 46,G,,0.36,0.14,60.0,,1822366460727012241
143148,00 00 46.9,-30 23 09,G,,,,,,7026458273927001760
63,00 00 47.0,+28 24 08,GM,,0.97,0.05,43.0,UGC12899              MCG5-01-022           CGCG498-62            CGCG499-34            HCG99B,-6667826631617201408
1854274,00 00 47.1,+29 03 14,G,,0.4,0.16,101.0,,4129048865923671411
788372,00 00 47.2,-24 35 13,G,,0.42,0.26,20.0,,-7122610121050905970
707275,00 00 47.3,-31 15 35,G,,0.48,0.09,45.0,,1090016906880724
107481,00 00 47.3,-41 26 52,G,,0.42,0.08,26.0,LCRSB235813.5-414335,-3235708603194244206
215025,00 00 47.3,+28 55 59,G,,0.79,0.19,49.0,,5711923442238978391
2794832,00 00 47.4,-40 24 55,G,,,,,,-4708480868685032779
919164,00 00 47.4,-14 50 50,G,,0.32,0.08,21.0,,2632903050935864178
732615,00 00 47.4,-29 09 40,G,,0.38,0.17,79.0,,5405303206686512113
334085,00 00 47.6,-63 15 40,G,,0.33,0.04,,,-6059400777705766382
654593,00 00 47.7,-35 00 14,G,,0.45,0.07,102.0,,2456480459149139745
938111,00 00 47.8,-13 25 43,G,,0.61,0.43,178.0,,-6721818998951446577
886444,00 00 47.9,-17 14 32,G,,0.64,0.5,118.0,,-6412137380977607912
513388,00 00 48.0,-46 34 27,G,,0.53,0.1,2.0,,7660139959596604631
891663,00 00 48.0,-16 54 58,G,,0.8,0.25,100.0,,-1467326506633164821
1454005,00 00 48.0,+14 16 37,G,,0.72,0.49,77.0,,-1422874336917330314
718514,00 00 48.0,-30 19 47,G,,0.35,0.15,156.0,,4296206733398247056
515822,00 00 48.1,-46 22 19,G,,0.38,0.16,79.0,,-8899843772271010685
637550,00 00 48.1,-36 22 32,G,,0.58,0.22,161.0,,-5640645209750186312
736802,00 00 48.1,-28 50 18,G,,0.84,0.68,114.0,,-789340090033538359
128404,00 00 48.2,-55 11 19,G,Sc,0.82,0.47,161.0,,4607848629716184397
417164,00 00 48.2,-54 39 54,G,,0.46,0.09,168.0,,-6980972744107473223
868365,00 00 48.2,-18 25 14,G,,0.39,0.11,83.0,,-8438672443294420018
550556,00 00 48.2,-43 17 32,G,,0.59,0.6,60.0,,-6376207587426296582
488536,00 00 48.3,-48 19 57,G,,0.51,0.45,98.0,,-1645991720520323710
1784525,00 00 48.4,+26 40 08,G,,0.39,0.16,38.0,,5488998327945529888
61,00 00 48.4,-05 34 47,G,SO-a,0.79,0.18,66.0,MCG-1-01-021,-4665915206267321539
1048521,00 00 48.5,-05 09 33,G,,0.35,0.1,137.0,,-1644734224951197861
410613,00 00 48.5,-55 18 46,G,,0.51,0.27,126.0,,-6876005656013498212
923300,00 00 48.5,-14 32 26,G,,0.56,0.18,62.0,,-6446685054668853391
1836058,00 00 48.5,+28 26 59,G,,0.59,0.08,165.0,,8316501868399694430
501643,00 00 48.6,-47 25 16,G,,0.71,0.22,52.0,,8432595643964054791
124311,00 00 48.7,-42 01 06,G,,0.5,0.15,80.0,LCRSB235814.8-421748,1961618030339347093
475693,00 00 48.7,-49 32 55,G,,0.63,0.48,129.0,,-6832939348947998952
742341,00 00 48.7,-28 23 02,G,,0.42,0.25,112.0,,1144667825180781864
1023662,00 00 48.7,-07 09 12,G,,0.45,0.2,55.0,,-6049346170040918404
733005,00 00 48.9,-29 07 40,G,,0.46,0.2,20.0,,-2735803118793561989
2794833,00 00 48.9,-40 13 19,G,,,,,,-2463497642552032129
736663,00 00 49.0,-28 50 57,G,,0.43,0.19,121.0,,7115548256334639021
601927,00 00 49.0,-39 05 30,G,,0.36,0.1,142.0,,6103551418121645467
2111336,00 00 49.0,+37 51 29,G,,0.61,0.42,74.0,,7428800773067858079
900069,00 00 49.0,-16 17 12,G,,0.56,0.36,95.0,,5286144659093252525
2445995,00 00 49.1,+53 36 50,G,,0.49,0.18,103.0,,2153644956796005823
1088521,00 00 49.1,-02 33 51,G,,0.32,0.08,136.0,,7072372464076914423
143151,00 00 49.2,-48 31 00,G,,0.59,0.11,83.0,,5187613644122379670
746288,00 00 49.2,-28 03 54,G,,0.53,0.44,131.0,,-4022333524889381410
2794834,00 00 49.2,-39 31 06,G,,,,,,2026824995997684408
3098476,00 00 49.3,+02 54 14,G,,0.42,0.0,,,706318637108075507
92826,00 00 49.3,-32 48 04,G,Sc,0.75,0.7,173.0,FGCE1878,-2868974753769117575
659046,00 00 49.3,-34 40 26,G,,0.53,0.37,163.0,,-6258858590413842658
840956,00 00 49.4,-20 29 41,G,,0.77,0.51,34.0,,6484215928021472871
1057197,00 00 49.4,-04 30 45,G,,0.49,0.14,119.0,,-2776408811385742369
1197838,00 00 49.5,+01 32 06,G,,0.82,0.25,,,-1852220078666480990
198098,00 00 49.5,-25 53 55,G,,0.6,0.3,47.0,DUKST537-39,746566576334345658
1678189,00 00 49.5,+22 54 38,G,,0.4,0.17,18.0,,-1315889811580329423
403827,00 00 49.5,-56 01 29,G,,0.55,0.27,170.0,,-6567959545801458149
389650,00 00 49.6,-57 28 00,G,,0.56,0.42,138.0,,182498083459394886
1394066,00 00 49.6,+11 28 02,G,,0.5,0.17,59.0,,-7115598977848156936
1196631,00 00 49.7,+01 29 39,G,,0.45,0.16,64.0,,-6974438785606314012
1453549,00 00 49.7,+14 15 31,G,,0.51,0.34,155.0,,4158779700394850428
582536,00 00 49.8,-40 46 50,G,,0.58,0.2,111.0,,-163802184279255466
2067269,00 00 49.8,+35 36 53,G,,0.63,0.36,180.0,,5237554245348002564
1063549,00 00 49.8,-04 02 57,G,,0.38,0.19,26.0,,4069973894795314816
561447,00 00 49.8,-42 35 07,G,,0.31,0.07,164.0,,2265257005696474203
402564,00 00 49.9,-56 09 50,G,,0.44,0.13,70.0,,2382669523660159771
1876387,00 00 49.9,+29 44 18,G,,0.44,0.12,124.0,,4952848394927174134
735023,00 00 49.9,-28 58 43,G,,0.5,0.36,120.0,,5847824997421893030
603199,00 00 49.9,-38 58 28,G,,0.36,0.16,76.0,,7957764137118019036
623982,00 00 50.0,-37 23 12,G,,0.43,0.05,64.0,,-4444538372854629437
856354,00 00 50.1,-19 21 27,G,,0.54,0.34,40.0,,-7104313972192938230
463831,00 00 50.2,-50 42 07,G,,0.68,0.31,122.0,,7576608412794139579
463864,00 00 50.2,-50 41 59,G,,0.54,0.13,106.0,,6183480360182692648
1779143,00 00 50.2,+26 30 54,G,,0.38,0.19,39.0,,3186779102079806845
825030,00 00 50.2,-21 41 19,G,,0.34,0.05,62.0,,5933834170778549872
124986,00 00 50.2,-44 03 41,G,,,,,LCRSB235816.4-442023,-6115967961641081770
619896,00 00 50.3,-37 38 42,G,,0.46,0.23,152.0,,8740158356402725048
1482592,00 00 50.3,+15 21 42,G,,0.46,0.06,139.0,,1698112808033730527
2606192,00 00 50.3,+60 44 27,G,,0.52,0.39,74.0,,-7224941797936965000
1802691,00 00 50.4,+27 15 45,G,,0.38,0.11,117.0,,-5986208173937522347
804809,00 00 50.4,-23 06 08,G,,0.53,0.19,177.0,,-4738634030477109022
591457,00 00 50.5,-40 00 11,G,,0.54,0.18,96.0,,-1176719936778082257
872053,00 00 50.5,-18 08 59,G,,0.43,0.07,33.0,,8174122458860112907
1356467,00 00 50.5,+08 55 52,G,,0.72,0.32,94.0,NPM1G+08.0586,-7110466540709341871
486779,00 00 50.5,-48 30 02,G,,0.4,0.21,3.0,,8337860399871042866
744307,00 00 50.6,-28 13 30,G,,0.43,0.31,26.0,,7924551189853229122
519087,00 00 50.6,-46 05 36,G,,0.39,0.14,135.0,,-2194243539145692886
465383,00 00 50.6,-50 32 47,G,,0.46,0.32,75.0,,991124720927598618
371637,00 00 50.7,-59 24 06,G,,0.72,0.63,41.0,,5186520005516579333
801350,00 00 50.9,-23 23 46,G,,0.57,0.21,158.0,,4958711990696838716
846441,00 00 50.9,-20 05 25,G,,0.49,0.2,78.0,,-6962610093890421353
799655,00 00 50.9,-23 33 06,G,,0.71,0.44,112.0,,-8577347578816983126
1045602,00 00 51.0,-05 22 15,G,,0.73,0.64,46.0,,2539609971841508829
1264131,00 00 51.0,+04 08 46,G,,0.63,0.09,63.0,,-4457154639603973315
1095925,00 00 51.0,-02 18 03,G,,0.67,0.29,92.0,,-4853728934938779375
842905,00 00 51.0,-20 21 11,G,,0.46,0.12,122.0,,-6059621993872342572
1425381,00 00 51.0,+13 12 25,G,,0.46,0.16,132.0,,-4587015581103955394
480071,00 00 51.0,-49 08 12,G,,0.6,0.12,80.0,,-6929115590640610691
307213,00 00 51.1,-66 07 59,G,,0.5,0.38,165.0,,7262901614743343855
541347,00 00 51.1,-44 03 33,G,,0.4,0.18,78.0,,6606884281022885324
2059947,00 00 51.2,+35 08 05,G,,0.54,0.12,162.0,,-5438323781079290594
732027,00 00 51.2,-29 12 38,G,,0.37,0.17,106.0,,-4070012162315691044
1081974,00 00 51.3,-02 49 33,G,,0.43,0.16,140.0,,4285139744004867471
907103,00 00 51.3,-15 44 29,G,,0.49,0.17,35.0,,-1886488670561444380
843222,00 00 51.4,-20 19 54,G,,0.48,0.29,66.0,,-6739450939522120603
73204,00 00 51.5,+10 46 03,G,,0.52,0.22,134.0,KUG2358+10486         NPM1G+10.0610,-724217673273031726
2796240,00 00 51.6,+57 28 38,G,,0.49,0.36,,ZOAG116.15-4.73,394759220740308764
832724,00 00 51.6,-21 05 48,G,,0.7,0.3,70.0,,-3095989016066037913
1178302,00 00 51.6,+00 53 24,G,,0.39,0.05,,,2652045015235032486
646897,00 00 51.6,-35 35 58,G,,0.47,0.2,109.0,,-1844357800435736255
642478,00 00 51.6,-35 57 36,G,,0.37,0.19,44.0,,-7718604097824665775
854251,00 00 51.6,-19 30 37,G,,0.55,0.23,161.0,,4716152043841027974
408721,00 00 51.7,-55 30 13,G,,0.54,0.3,157.0,,-3414280183806916704
307116,00 00 51.7,-66 08 41,G,,0.38,0.08,135.0,,-6979812948727620505
671368,00 00 51.7,-33 47 59,G,,0.38,0.22,121.0,,4097691479998504197
1849372,00 00 51.8,+28 53 50,G,,0.43,0.18,93.0,,-7238324446766339784
425648,00 00 51.8,-53 50 09,G,,0.48,0.29,88.0,,4096684895476809114
1995566,00 00 51.9,+32 24 33,G,,0.51,0.17,74.0,,-1096246834138961702
280743,00 00 52.0,-69 11 20,G,,0.47,0.31,92.0,,4654147785180132688
369615,00 00 52.0,-59 40 33,G,,0.54,0.34,54.0,,-6341889590509695049
976371,00 00 52.0,-10 35 13,G,,0.55,0.24,53.0,,-5592126609640336826
989871,00 00 52.2,-09 31 52,G,,0.51,0.37,35.0,,-8645915974695287692
64,00 00 52.2,-35 50 38,G,E,0.82,0.09,119.0,,4836355823920155712
95439,00 00 52.3,-43 20 00,G,E-SO,0.79,0.27,67.0,,-338342599672707609
938978,00 00 52.3,-13 21 49,G,,0.42,0.09,84.0,,-6702043850485523200
1064105,00 00 52.4,-04 00 40,G,,0.51,0.36,52.0,,1061030136238943268
852512,00 00 52.4,-19 38 19,G,,0.45,0.26,110.0,,7090604054688950438
95440,00 00 52.4,-43 19 57,G,E-SO,0.59,0.27,127.0,,5834632420940221575
622647,00 00 52.5,-37 28 14,G,,0.47,0.09,6.0,,8664164197722144297
1500529,00 00 52.6,+16 05 37,G,,0.43,0.08,97.0,,8488977653388454580
2794835,00 00 52.6,-39 52 51,G,,,,,,-3329090361307302591
789285,00 00 52.7,-24 30 02,G,,0.51,0.15,74.0,,-7646818258462683587
405065,00 00 52.7,-55 53 27,G,,0.47,0.14,118.0,,-2077639134371142793
107664,00 00 52.7,-38 42 29,G,,0.45,0.21,30.0,LCRSB235818.9-385912,6316072849119519363
2048453,00 00 52.8,+34 23 32,G,,0.47,0.21,83.0,,9022622276297278773
527080,00 00 52.8,-45 24 41,G,,0.32,0.08,114.0,,-6076151009224182604
1873501,00 00 52.8,+29 39 29,G,,0.59,0.28,104.0,,4948541890299952142
772867,00 00 52.8,-25 59 15,G,,0.55,0.36,8.0,,-8405454265445621164
124312,00 00 52.9,-41 12 40,G,,0.51,0.07,24.0,LCRSB235819.0-412923,5311258492075570931
101265,00 00 52.9,-43 23 32,G,SO-a,0.83,0.1,173.0,,7413595233378087641
715946,00 00 53.0,-30 32 49,G,,0.58,0.17,95.0,,-3150395469151752439
143154,00 00 53.0,-30 07 14,G,,0.65,0.04,,,8899916543394043890
66,00 00 53.1,-35 59 12,G,E,0.75,0.03,,,-4982888361399050674
124313,00 00 53.1,-41 38 28,G,,0.36,0.13,28.0,LCRSB235819.3-415511,2902283556963062837
1640785,00 00 53.1,+21 00 37,G,,0.71,0.27,70.0,,6715555425659632284
95113,00 00 53.3,-43 45 30,G,Sc,0.87,0.61,160.0,,9162792206099494817
65,00 00 53.3,-47 21 24,G,SO-a,1.12,0.64,155.0,ESO193-9              ESO-LV1930090         FAIRALL623,1306922057333768229
1085612,00 00 53.3,-02 40 23,G,,0.45,0.12,88.0,,1019437024213510033
523900,00 00 53.3,-45 41 44,G,,0.3,0.02,,,1447955974915095323
126720,00 00 53.5,-44 39 33,G,,0.4,0.05,20.0,LCRSB235819.3-445616,-7183748485050889164
960382,00 00 53.5,-11 53 47,G,,0.5,0.21,62.0,,8177220700011996395
1126384,00 00 53.5,-01 06 56,G,,0.46,0.09,129.0,,-1231353101392289526
143155,00 00 53.5,-46 55 32,G,,0.65,0.35,10.0,,-8544819026946369098
955244,00 00 53.8,-12 16 13,G,,0.42,0.15,29.0,,-1382755716937031152
1685971,00 00 53.8,+23 21 23,G,,0.56,0.36,174.0,,-8342477113401014867
743528,00 00 53.9,-28 17 12,G,,0.39,0.2,176.0,,4202365176683843789
1979887,00 00 53.9,+32 05 36,G,,0.39,0.03,,,-4150117124142865482
349917,00 00 53.9,-62 02 24,G,,0.52,0.25,34.0,,3904943734256559654
1951140,00 00 54.0,+31 31 09,G,,0.51,0.17,142.0,,-3268577861365719407
601835,00 00 54.2,-39 05 58,G,,0.43,0.19,73.0,,-4547788747242474048
97568,00 00 54.2,+18 30 22,G,,,,,IRAS23583+1813445616,1887232839730953697
472884,00 00 54.3,-49 49 00,G,,0.39,0.06,133.0,,6289364914150408527
1264754,00 00 54.3,+04 11 18,G,,0.57,0.06,167.0,,-2345818452597876098
1071069,00 00 54.3,-03 27 14,G,,0.67,0.06,144.0,,-2730058821593266770
1242487,00 00 54.4,+02 59 05,G,,0.46,0.02,,,9137177915094020370
1059985,00 00 54.4,-04 18 41,G,,0.85,0.35,25.0,,-7444621950976751127
475280,00 00 54.5,-49 35 20,G,,0.36,0.03,,,-7541850284716633150
1817173,00 00 54.6,+27 45 22,G,,0.5,0.11,40.0,,-3969513453839162078
574763,00 00 54.6,-41 31 26,G,,0.43,0.2,105.0,,-1294406502147206462
1680552,00 00 54.7,+23 03 04,G,,0.48,0.2,84.0,,-7864436103354957624
143156,00 00 54.7,-28 27 48,G,,0.74,0.14,32.0,,-3715367487452473975
95114,00 00 54.8,-43 45 10,G,SO-a,0.69,0.2,22.0,,-1814427968538453554
405860,00 00 54.8,-55 48 17,G,,0.38,0.1,104.0,,1596322833832080182
682364,00 00 54.8,-33 00 55,G,,0.38,0.11,12.0,,-5198255640058505495
490142,00 00 54.9,-48 11 43,G,,0.48,0.15,60.0,,1217203469157908255
343970,00 00 55.1,-62 29 15,G,,0.65,0.14,85.0,,-8497559073013511261
917904,00 00 55.2,-14 56 31,G,,0.54,0.32,128.0,,8000001308879361688
126700,00 00 55.2,-38 18 42,G,,0.46,0.25,119.0,LCRSB235821.3-383525,2359041699367513748
95279,00 00 55.2,-27 32 42,G,SO-a,0.68,0.08,59.0,DUKST409-16,-4363204472915486538
842745,00 00 55.2,-20 21 55,G,,0.39,0.16,2.0,,-6566419265308427132
570795,00 00 55.3,-41 53 34,G,,0.35,0.1,27.0,,9000626378553693502
68,00 00 55.3,-18 57 33,G,Sbc,0.89,0.22,28.0,ESO538-17             MCG-3-01-013          ESO-LV5380170,-6292377908831242304
69,00 00 55.5,-40 42 45,G,SBc,1.06,0.29,18.0,ESO293-29             ESO-LV2930290,-8368379509641097896
721295,00 00 55.5,-30 06 35,G,,0.55,0.4,40.0,,1175835101218214471
1334113,00 00 55.6,+07 54 28,G,,0.53,0.08,136.0,,2412325845780087615
593068,00 00 55.6,-39 52 18,G,,0.53,0.41,6.0,,7748593312074830398
886786,00 00 55.7,-17 13 16,G,,0.4,0.23,5.0,,5979647168893481398
71,00 00 55.7,+34 38 54,GM,Sbc,0.68,0.39,10.0,MCG6-01-003           (CGCG517-11)          (CGCG518-6),568338706065331357
135585,00 00 55.7,-25 54 20,G,,0.84,0.34,,DUKST537-13,1406874956651095378
1090186,00 00 55.8,-02 30 17,G,,0.49,0.22,172.0,,-7176546637211846728
1048430,00 00 55.8,-05 09 54,G,,0.44,0.13,105.0,,-7430080501770004155
518618,00 00 55.8,-46 07 54,G,,0.44,0.22,15.0,,-7253463948773188969
107740,00 00 55.8,-44 45 00,G,,0.47,0.27,12.0,LCRSB235821.7-450142,-6668063270257184507
1917020,00 00 55.9,+30 45 54,G,,0.38,0.1,16.0,,-7893719752817732019
740112,00 00 55.9,-28 34 14,G,,0.48,0.22,146.0,,-6652310385824313529
848759,00 00 56.0,-19 55 04,G,,0.45,0.31,77.0,,-4916405938342379118
655225,00 00 56.0,-34 57 32,G,,0.43,0.09,58.0,,-6589055022475459213
932187,00 00 56.0,-13 51 47,G,,0.49,0.15,138.0,NPM1G-14.0712,8714701940598519507
833707,00 00 56.1,-21 01 32,G,,0.34,0.07,170.0,,4295365142871112540
70,00 00 56.1,+20 20 17,G,Sc,1.25,0.9,110.0,UGC12900              MCG3-01-012           CGCG456-15            FGC2565,-1832730289446999487
67,00 00 56.1,-49 31 18,G,,,,,FAIRALL624,-6789746181237238274
399039,00 00 56.2,-56 34 24,G,,0.66,0.43,63.0,,-4935057701044185859
1213806,00 00 56.2,+02 01 57,G,,0.41,0.07,44.0,,3803509119321298052
107741,00 00 56.2,-44 58 42,G,,0.41,0.2,150.0,LCRSB235822.1-451525,-3163253217732192386
1102028,00 00 56.3,-02 05 23,G,,0.48,0.16,178.0,,3663773008633681632
601921,00 00 56.4,-39 05 32,G,,0.51,0.27,86.0,,2339959769376830288
1027111,00 00 56.4,-06 54 24,G,,0.36,0.09,82.0,,-4665034567292533424
1174786,00 00 56.6,+00 45 46,G,,0.46,0.18,13.0,,-3998155875711538774
1436174,00 00 56.6,+13 37 53,G,,0.38,0.04,,NPM1G+13.0593,-3223431381829750831
2058291,00 00 56.7,+35 01 42,G,,0.47,0.05,,,-4543162735923807449
678157,00 00 56.7,-33 18 13,G,,0.53,0.48,34.0,,-7390252219548932657
477905,00 00 56.8,-49 20 31,G,,0.46,0.26,119.0,,-3608111565477598753
872314,00 00 56.8,-18 07 57,G,,0.53,0.36,,,-241193782868278866
143157,00 00 56.9,-49 56 25,G,,0.68,0.47,140.0,,8203568793683488247
548845,00 00 56.9,-43 25 48,G,,0.72,0.11,162.0,,-4206072139939241710
533027,00 00 57.0,-44 50 45,G,,0.42,0.13,,,2167288116823850245
742295,00 00 57.0,-28 23 17,G,,0.44,0.19,159.0,,8986371325354803793
1045126,00 00 57.1,-05 24 25,G,,0.62,0.48,142.0,,-1006873671587518620
453618,00 00 57.1,-51 41 27,G,,0.44,0.27,33.0,,-5804477098250056847
876170,00 00 57.2,-17 52 06,G,,0.67,0.72,131.0,,-2033944772201091205
296371,00 00 57.2,-67 22 06,G,,0.36,0.03,,,5490907484904978055
366701,00 00 57.2,-60 01 41,G,,0.48,0.38,35.0,,8431042109853752252
741034,00 00 57.4,-28 29 35,G,,0.6,0.46,59.0,,-8036312091338696358
774763,00 00 57.4,-25 48 54,G,,0.33,0.11,66.0,,-5382773748477171763
1827563,00 00 57.4,+28 08 39,G,,0.59,0.05,63.0,,-5913445327185343169
301305,00 00 57.7,-66 51 37,G,,0.75,0.51,112.0,,2514356014344874344
72,00 00 57.7,+02 52 42,G,,0.44,,,KAZ580,8915959292901526958
616418,00 00 57.7,-37 51 57,G,,0.29,0.02,,,-5740833703150131119
2031816,00 00 57.8,+33 25 38,G,,0.49,0.16,86.0,,5550345035786260710
632342,00 00 57.8,-36 48 36,G,,0.39,0.2,1.0,,8324862889873148575
771562,00 00 57.9,-26 05 59,G,,0.55,0.18,28.0,,-6744442583064296155
621434,00 00 58.0,-37 32 58,G,,0.33,0.03,,,8164404088613772112
714473,00 00 58.0,-30 39 55,G,,0.51,0.27,166.0,,-5290610003575150338
947456,00 00 58.0,-12 47 51,G,,0.38,0.2,124.0,,1823147890433645149
1971533,00 00 58.0,+31 55 41,G,,0.65,0.42,24.0,,-6893444077488765415
2082132,00 00 58.0,+36 31 21,G,,0.43,0.14,11.0,,2853317836706700963
871269,00 00 58.1,-18 12 13,G,,0.37,0.14,88.0,,2089010509101146944
783590,00 00 58.1,-25 00 52,G,,0.49,0.13,84.0,,6343498578192178096
74,00 00 58.1,+33 20 38,G,Sc,0.62,0.07,124.0,KUG2358+330           KAZ238                NPM1G+33.0512,5212999526881860958
215434,00 00 58.2,-87 59 35,G,,0.54,0.36,62.0,,-7598326879900147024
1837090,00 00 58.2,+28 29 00,G,,0.61,0.12,68.0,,-8429823332042089546
2794836,00 00 58.3,-39 50 11,G,,,,,,-688578443106969298
2794837,00 00 58.3,-39 45 58,G,,,,,,-6937675933390075421
882823,00 00 58.3,-17 27 47,G,,0.5,0.1,164.0,,6435497282818313093
1681425,00 00 58.3,+23 05 59,G,,0.68,0.52,165.0,,921750970593955586
550059,00 00 58.4,-43 20 01,G,,0.72,0.43,103.0,,2838375850918729210
1060545,00 00 58.4,-04 16 19,G,,0.56,0.24,47.0,,-5932565846235324526
73,00 00 58.4,-33 36 43,G,Sc,1.07,0.07,105.0,ESO349-17             MCG-6-01-013          ESO-LV3490170,-1515590493946344772
863454,00 00 58.6,-18 48 37,G,,0.37,0.13,15.0,,9075025775002980012
803489,00 00 58.7,-23 12 30,G,,0.49,0.38,56.0,,409888119848725492
637963,00 00 58.8,-36 20 17,G,,0.42,0.25,135.0,,4234970184230588678
1680416,00 00 58.8,+23 02 38,G,,0.54,0.26,88.0,,8305741257097319353
141433,00 00 58.8,-60 49 56,G,,,,,,3777865469844688071
2794838,00 00 58.8,-40 21 56,G,,,,,,2637357662979766061
772860,00 00 58.8,-25 59 18,G,,0.37,0.05,107.0,,2353988478430650582
95280,00 00 58.9,-27 31 31,G,Sc,0.79,0.38,55.0,DUKST409-27,6499227915466060481
493237,00 00 58.9,-47 57 25,G,,0.59,0.2,150.0,,-8984820734802578755
578544,00 00 58.9,-41 09 18,G,,0.61,0.29,79.0,,-4008542029507969927
634510,00 00 59.0,-36 37 52,G,,0.42,0.08,173.0,,4250561602685548372
76,00 00 59.0,+28 54 43,G,SBb,1.11,0.39,44.0,UGC12901              MCG5-01-023           CGCG499-35            CGCG498-63,-1953412637297683188
1126554,00 00 59.0,-01 06 30,G,,0.46,0.14,80.0,,4484262654101480974
488070,00 00 59.1,-48 22 18,G,,0.47,0.28,110.0,,4014860275638439050
295616,00 00 59.1,-67 26 14,G,,0.6,0.28,176.0,,-6070283757216398050
2013721,00 00 59.1,+32 49 28,G,,0.41,0.17,176.0,,-419121998019221902
741820,00 00 59.3,-28 25 35,G,,0.39,0.07,54.0,,-2628383062113410336
1100038,00 00 59.3,-02 09 42,G,,0.36,0.1,38.0,,4864014963129660756
1403886,00 00 59.3,+12 06 23,G,,0.5,0.15,83.0,,-7184214768432475034
891111,00 00 59.4,-16 57 09,G,,0.43,0.29,118.0,,-7573695195910053760
1716452,00 00 59.5,+24 47 22,G,,0.57,0.15,81.0,,4176358140583511459
782756,00 00 59.5,-25 05 34,G,,0.6,0.05,126.0,,1735947145756522338
1732549,00 00 59.6,+25 19 21,G,,0.36,0.15,61.0,,-1343358371387201866
