pl_name,hostname,pl_orbper,frame_hash
Kepler-885 b,Kepler-885,18.1147513494,-8744391118001777405
Kepler-283 c,Kepler-283,,-3435291597345635417
GJ 667 C f,GJ 667 C,39.026,-6686590438142297851
CoRoT-5 b,CoRoT-5,4.03790124331,-3592216948135047563
Kepler-37 d,Kepler-37,39.79220077,583678539622874867
Kepler-117 b,Kepler-117,18.79590048,-1437775422843024411
Kepler-256 b,Kepler-256,1.620467836,4548016825463347725
HD 18742 b,HD 18742,772.0,3361963432013321560
Kepler-1882 b,Kepler-1882,13.7872627,-801942962205257258
Kepler-1061 b,Kepler-1061,2.7580048478,-5626227512685168507
GJ 876 c,GJ 876,30.455,6136685840709944790
K2-197 b,K2-197,8.35470947,3702480109232314983
Kepler-432 b,Kepler-432,52.50101454,-6537743692048834141
Kepler-229 b,Kepler-229,6.252964898,-4241119616488508457
Kepler-1256 b,Kepler-1256,12.4128518,7129098371943327430
Kepler-910 b,Kepler-910,2.364369015,-94298607705326151
K2-391 b,K2-391,4.622654,-2859395417302645584
Kepler-1001 b,Kepler-1001,14.30517579,-1314743665249908475
Kepler-438 b,Kepler-438,35.2330694,-3189225751807560960
Kepler-330 c,Kepler-330,15.95545002,-8916211294633432617
Kepler-750 b,Kepler-750,9.428872,-5808657238615247732
Kepler-668 b,Kepler-668,8.35389523,5075690510379311345
Kepler-903 c,Kepler-903,62.9224936,7818659382558406095
Kepler-1880 b,Kepler-1880,6.30922043,6800584342477617848
Kepler-290 b,Kepler-290,14.58936813,-275264772588621506
Kepler-1085 c,Kepler-1085,56.7769831,-8808490941299898104
Kepler-143 c,Kepler-143,27.08247084,-7185815869768159005
Kepler-212 c,Kepler-212,31.80474045,3033818547114978456
Kepler-294 b,Kepler-294,3.70120482,-3569526570132740323
Kepler-989 b,Kepler-989,7.964315352,-6115851903161634300
Kepler-377 c,Kepler-377,27.0146112512,-7158423243092286875
Kepler-345 b,Kepler-345,7.42,7874391364979194513
Kepler-198 d,Kepler-198,1.31184443,7086491237697422591
Kepler-296 e,Kepler-296,34.14189,5984616899277749412
Kepler-1249 b,Kepler-1249,24.3344585901,-3781052811110993449
Kepler-1729 b,Kepler-1729,4.22096735,-4821431396664536513
Kepler-378 c,Kepler-378,28.9059687,8513045128489153433
Kepler-871 b,Kepler-871,22.0459018,372286026051242210
Kepler-1424 b,Kepler-1424,29.60913,-3743817327939505432
Kepler-119 b,Kepler-119,,4115852286685797135
Kepler-107 b,Kepler-107,3.180024635,-1911185401519570621
G 192-15 b,G 192-15,2.27476,-119670128455820582
Kepler-131 b,Kepler-131,16.0919805799,1175443713601581044
Kepler-149 c,Kepler-149,,-257586735885406170
Kepler-148 c,Kepler-148,4.180049552,-7063346337282105164
K2-368 d,K2-368,20.201085,-321600996965291349
HD 125612 d,HD 125612,2835.0,-3529683661442654984
Kepler-219 d,Kepler-219,47.9038809268,-8597353405663915711
Kepler-278 c,Kepler-278,51.075756,5157549971783667345
Kepler-1068 b,Kepler-1068,16.92342126,-7437871941402216356
Kepler-988 b,Kepler-988,17.76076524,6189723059071134757
CoRoT-23 b,CoRoT-23,3.6313,7925884247924356056
Kepler-647 c,Kepler-647,29.66631669,7949259438800625477
Kepler-327 d,Kepler-327,13.969457,2604617624536129557
Kepler-733 b,Kepler-733,20.83424726,-2963131329660974737
Kepler-1540 b,Kepler-1540,125.4131177,-1736080554843036641
Kepler-184 d,Kepler-184,,-8033548232381205587
Kepler-407 b,Kepler-407,0.66930998,545049378299404700
Kepler-197 c,Kepler-197,10.35,-2376349446931136953
Kepler-769 b,Kepler-769,7.42608998,-3734212996550974023
Kepler-191 c,Kepler-191,17.73852054,-4153603288659649913
Kepler-1487 c,Kepler-1487,35.79949951,-7651661997380916162
Kepler-1748 b,Kepler-1748,5.82348911,6680668456062959078
Kepler-325 c,Kepler-325,,-6398560552423698564
Kepler-474 b,Kepler-474,5.660672935,-9065502560891374280
Kepler-730 b,Kepler-730,6.49168251,-5505304860586916242
Kepler-473 b,Kepler-473,14.5573218979,-2311867290252428421
Kepler-226 d,Kepler-226,8.10904807,-6999168132341459436
Kepler-740 b,Kepler-740,3.5840953659,-3487760196646193448
GJ 317 b,GJ 317,695.36,-3887408969330283046
Kepler-947 b,Kepler-947,26.9644317,-2336761983413323650
Kepler-174 c,Kepler-174,44.0004287,9028531404750157920
Kepler-913 b,Kepler-913,10.29672521,3625127109176602711
Kepler-957 b,Kepler-957,,1228704480368593996
Kepler-1035 b,Kepler-1035,2.714077555,5939522134326575865
HD 62549 b,HD 62549,14306.88519,8192049712729811211
Kepler-1091 b,Kepler-1091,1.434741564,-5999599051249280970
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,,7181284354190693297
K2-104 b,K2-104,1.9741954,-2488751425716864654
Kepler-235 b,Kepler-235,3.34022436,-3104714838284398782
EPIC 220554210 c,K2-282,0.70531,-809487865181265927
Kepler-387 c,Kepler-387,11.8376933,-8861707602973417236
Kepler-1092 b,Kepler-1092,58.6017925,6377128299573223657
Kepler-676 b,Kepler-676,11.5982103,7798861006121454636
Kepler-33 f,Kepler-33,41.02902,2765390488597963028
Kepler-820 b,Kepler-820,127.833994027,-4637951379359123876
Kepler-1619 b,Kepler-1619,23.6220952702,-2302119473447146320
Kepler-215 d,Kepler-215,30.86437869,-3871022407424285437
Kepler-1263 b,Kepler-1263,4.55139967,6454460355585015313
Kepler-100 c,Kepler-100,12.81587113,-7216667209226441234
Kepler-354 c,Kepler-354,16.9348104,172405278890473318
Kepler-1556 b,Kepler-1556,8.82713457,-1500116345959927775
Kepler-309 c,Kepler-309,105.356468511,-4561382470753907308
Kepler-1192 b,Kepler-1192,25.2034787,-4004665952234539485
HD 108874 b,HD 108874,397.5,-4476161121436276701
Kepler-795 b,Kepler-795,29.6193421,8510994947344736878
Kepler-74 b,Kepler-74,7.340718,7957709294060099728
Kepler-1461 b,Kepler-1461,29.3494775,4237872524814488088
K2-208 b,K2-208,4.190948,1290196697075211795
Kepler-1641 b,Kepler-1641,19.672266,-6604566067213311536
Kepler-260 b,Kepler-260,8.18740532,3124811008104951402
Kepler-1502 b,Kepler-1502,41.7083629,2430202524562186997
Kepler-446 d,Kepler-446,,7584167195100554061
Kepler-137 b,Kepler-137,,3023269284343741468
Kepler-313 b,Kepler-313,14.97031664,-1689247030100546786
Kepler-1432 b,Kepler-1432,23.9107056,5308894059135524970
Kepler-638 b,Kepler-638,6.07969618,8809389187504347470
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,1357657500088300156
Kepler-330 b,Kepler-330,8.25980352,5082430681649997374
Kepler-42 d,Kepler-42,,-3785158254300267940
Kepler-288 b,Kepler-288,,6937256557643241422
iot Dra c,iot Dra,25000.0,1405446564324017185
Kepler-1497 b,Kepler-1497,8.74199772,-4479996227028169879
Kepler-202 c,Kepler-202,16.28247625,-4585750332955876805
NN Ser d,NN Ser,2883.5,1925387851202994522
HD 72659 b,HD 72659,3630.0,6565005560361551942
Kepler-391 b,Kepler-391,7.4175,1273256797859384254
Kepler-1001 c,Kepler-1001,9.18186,-8054701300747177370
Kepler-188 b,Kepler-188,2.06190864,-302694346328464631
Kepler-338 b,Kepler-338,13.726976,-2058233264181226067
Kepler-205 c,Kepler-205,20.30652862,5986668941705853955
K2-104 b,K2-104,1.974202,5779013014425099854
Kepler-520 c,Kepler-520,5.21104261,-5911337389146976898
Kepler-446 c,Kepler-446,3.036179,7719233770535196930
Kepler-248 c,Kepler-248,16.23946714,8033222352234090621
Kepler-1924 b,Kepler-1924,15.3317018,-5563806644680950265
Kepler-270 c,Kepler-270,25.2629,6631618913975218263
Kepler-1841 b,Kepler-1841,25.88648226,-6371631115267146138
HD 120084 b,HD 120084,2084.0,-8401747002463450417
Kepler-1154 b,Kepler-1154,5.1856142,7182844486196763837
HD 184010 c,HD 184010,484.3,-5101324260671689864
K2-269 b,K2-269,4.144937,-839130778824187852
Kepler-1154 c,Kepler-1154,8.45808312,5058847094825729467
HD 45364 b,HD 45364,225.79,-4147903248866632914
GJ 163 d,GJ 163,603.95116,-8010001357077505121
Kepler-1323 b,Kepler-1323,0.92990603,-3307175556750105710
Kepler-122 b,Kepler-122,5.766148,8683279614007049999
Kepler-1294 b,Kepler-1294,115.6862258,-511913671250805462
Kepler-1157 b,Kepler-1157,4.4574238959,-6507912711239757192
Kepler-228 d,Kepler-228,11.09433661,1111472107060652986
Kepler-1137 b,Kepler-1137,23.92113,4566787466273251219
Kepler-736 b,Kepler-736,3.60147889,-6717042544430692479
Kepler-153 b,Kepler-153,18.87021566,446900511289357741
Kepler-245 b,Kepler-245,7.4901706893,-3989509840518965108
Kepler-222 d,Kepler-222,28.08194365,4328631245824985084
Kepler-1109 b,Kepler-1109,37.6468519,-3802682837162933146
Kepler-565 b,Kepler-565,4.2437395012,-2107871131768433560
Kepler-443 b,Kepler-443,177.668663,124624032628665845
Kepler-361 c,Kepler-361,55.18815,56601513541238274
Kepler-1437 b,Kepler-1437,10.9295461,-3218440577518289690
Kepler-159 b,Kepler-159,10.13961841,-6184668450233622696
Kepler-347 c,Kepler-347,27.320871,3384927729967075093
Kepler-379 c,Kepler-379,62.7847,2991819856433415970
Kepler-342 e,Kepler-342,1.644221032,-3344984437277406345
Kepler-618 b,Kepler-618,3.595736,-3802470894046695483
Kepler-1267 b,Kepler-1267,,-7716444792553588137
Kepler-1238 b,Kepler-1238,4.14789051,-2162024590005820891
Kepler-832 b,Kepler-832,7.13968,-7825514558359207302
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,,-5697276103310224419
HD 81817 b,HD 81817,1021.20159,4933353249243339212
Kepler-79 c,Kepler-79,27.402299,320110225407439822
Pr0201 b,Pr0201,4.4264,1094265660520985569
Kepler-730 b,Kepler-730,6.491684259,-5582320180736991646
Kepler-981 b,Kepler-981,,5877320330785535743
Kepler-1579 b,Kepler-1579,0.849906734,4337592495195295243
Kepler-355 c,Kepler-355,25.76313,8867912196172047864
Kepler-298 b,Kepler-298,10.47548192,-883570027675782694
Kepler-272 c,Kepler-272,6.05730524,206780743917471984
Kepler-634 b,Kepler-634,,5920083741733714906
Kepler-215 c,Kepler-215,14.667,-278835590859631266
Kepler-337 c,Kepler-337,9.69311847,8215592591790170017
Kepler-1179 b,Kepler-1179,2.685057492,-611166381334067741
CoRoT-28 b,CoRoT-28,5.20851,-7654602148074598672
K2-195 b,K2-195,15.852989,-6347830025492642861
Kepler-220 c,Kepler-220,9.034190783,5925684113467654912
Kepler-363 c,Kepler-363,7.54233911,2902274904072998942
Kepler-256 c,Kepler-256,3.388012244,7645221181659320032
Kepler-1736 b,Kepler-1736,37.8101174,-2690061524460485375
Kepler-822 b,Kepler-822,3.222969273,2611378824908985940
Kepler-1093 c,Kepler-1093,89.722292,-7838655744115086957
Kepler-1387 b,Kepler-1387,2.279523364,4875696873965999508
Kepler-1155 b,Kepler-1155,33.47025,-6787073968692732026
Kepler-398 c,Kepler-398,11.41949528,610711922303399331
Kepler-520 b,Kepler-520,19.67416124,9207452712496368957
BD-17 63 b,BD-17 63,655.59998,-6171245319846825662
Kepler-1050 c,Kepler-1050,21.1284569,1977400835188585498
HD 100777 b,HD 100777,383.70001,-1455137838279879048
Kepler-624 b,Kepler-624,14.58649856,7792845611989866783
Kepler-632 b,Kepler-632,30.99661255,6696654589020190207
Kepler-1019 b,Kepler-1019,1.411230023,851236667186532046
Kepler-838 b,Kepler-838,15.74958583,126846666077395585
Kepler-1083 b,Kepler-1083,33.4176226408,8546740882005941727
Kepler-1311 d,Kepler-1311,197.5111484,-6235085801694060371
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,,4273130773224909174
Kepler-1601 b,Kepler-1601,2.20921951,-2071889060733157426
Kepler-67 b,Kepler-67,15.72589061,6925083782831600551
Kepler-227 b,Kepler-227,9.488102,-1524962887924005286
Kepler-1078 b,Kepler-1078,3.00725242,-6542726150079920062
Kepler-358 b,Kepler-358,34.0607631,2649974865236715732
Kepler-295 c,Kepler-295,,-3254055391662564754
Kepler-147 b,Kepler-147,12.6109708,-2561720380583587204
Kepler-766 b,Kepler-766,6.1002925931,-7281541013863574487
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,,-4058686928819318945
Kepler-164 e,Kepler-164,94.90049708,-3365726955358162565
GJ 896 A b,GJ 896 A,284.39,2738920267128683179
Kepler-776 b,Kepler-776,4.89718784,5967883435676285475
Kepler-1057 b,Kepler-1057,14.08827448,6135454938685126385
Kepler-62 f,Kepler-62,267.283301,4869600539701845219
Kepler-228 d,Kepler-228,11.09431923,-1860376682666546693
Kepler-167 b,Kepler-167,4.39315983,-6176773568373496649
Kepler-297 c,Kepler-297,74.92771752,-5154993585750023015
Kepler-342 b,Kepler-342,15.170189,-542030520512135301
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,,5996424525761783861
HD 222076 b,HD 222076,873.04,1185589460971331167
Kepler-1724 b,Kepler-1724,6.45443377,2841332302966817580
Kepler-175 c,Kepler-175,34.0350559,999891485358461587
Kepler-1508 b,Kepler-1508,20.7056504,3936908010625523960
Kepler-1740 b,Kepler-1740,8.172400475,1085660928979376125
Kepler-254 d,Kepler-254,18.74649011,-5678623840147179757
Kepler-1338 b,Kepler-1338,0.935118057,3484316214720310276
HD 102195 b,HD 102195,4.11434,-7038679046598817107
HD 180053 b,HD 180053,213.72,-5102030736195090460
Kepler-11 e,Kepler-11,31.9954389,1479092191091646614
Kepler-1193 b,Kepler-1193,2.8326568999,6266009990840807030
Kepler-161 c,Kepler-161,7.064252,7202321913405835476
Kepler-267 d,Kepler-267,28.46381,5424474339569205845
Kepler-633 c,Kepler-633,23.783247,-8932256156728853662
Kepler-545 b,Kepler-545,13.24934059,-1313061720911010369
Kepler-1682 b,Kepler-1682,14.83340944,728448288234171507
Kepler-1189 b,Kepler-1189,3.7885997177,6154459311809250399
Kepler-813 b,Kepler-813,19.12947603,-8225560243470440888
Kepler-1800 b,Kepler-1800,4.562143,-1908047916842475833
Kepler-1166 b,Kepler-1166,33.2406882,-5014039585678432282
Kepler-1760 b,Kepler-1760,38.326218,-2890986113044751214
HD 75289 b,HD 75289,3.508,2561412863397962746
Kepler-326 b,Kepler-326,2.248,-5694825697270332145
Kepler-353 c,Kepler-353,8.41100305,-656358807593506668
Kepler-549 b,Kepler-549,,-3533284656341935833
Kepler-377 c,Kepler-377,27.0141783,-1364136412942681300
Kepler-975 b,Kepler-975,1.970340203,5659645497610120391
Kepler-9 b,Kepler-9,19.238,-7227202533125279368
Kepler-292 f,Kepler-292,20.8342947,-3456689829830981761
Kepler-187 b,Kepler-187,4.93886507,-8281501596771932749
Kepler-610 c,Kepler-610,151.86392,-8875443157008734830
Kepler-1213 b,Kepler-1213,5.349791,6448696568722250302
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,,-348971835210350247
Kepler-1328 b,Kepler-1328,,-8145779697129940354
Kepler-1938 b,Kepler-1938,13.06240734,3824097205119361451
Kepler-30 c,Kepler-30,60.32488611,8251281572358791879
Kepler-1069 b,Kepler-1069,23.8990296,-6815863720337674490
Kepler-1362 b,Kepler-1362,136.205112,775643325395987993
Kepler-501 b,Kepler-501,5.640676975,-6187256568821935573
Kepler-1793 b,Kepler-1793,8.77995434,976471005555990161
Kepler-612 b,Kepler-612,,-1686918484525764971
HD 12648 b,HD 12648,133.6,7826439836836396045
KOI-3503 c,KOI-3503,31.828,-1135441462577251113
CoRoT-7 b,CoRoT-7,0.853585,1246236976198373497
EPIC 212587672 b,EPIC 212587672,15.2841,1416492935191335761
Kepler-62 d,Kepler-62,,-4028643708829321625
Kepler-938 b,Kepler-938,52.62978192,8889040582819407800
Kepler-118 c,Kepler-118,20.17202773,5456963192883732534
Kepler-1722 b,Kepler-1722,9.17858526,6418487821367760181
Kepler-1578 b,Kepler-1578,1.450886907,-2348689788284043702
HD 47536 b,HD 47536,712.13,-7748422979894471145
Kepler-1669 d,Kepler-1669,4.729344,6219332803851423384
K2-220 b,K2-220,13.68275,-6341318864321448535
Kepler-229 c,Kepler-229,,-2535318975638711074
Kepler-206 d,Kepler-206,23.4432353,7238347233264494287
Kepler-1352 b,Kepler-1352,1.877882748,4206182392285334487
Kepler-1760 b,Kepler-1760,38.32617372,-7247114304727579260
KOI-1599.02,KOI-1599,13.6141,-1783210987606545954
Kepler-226 d,Kepler-226,8.1090679999,8050970587045183195
Kepler-1467 b,Kepler-1467,47.05670887,4849909925319596515
Kepler-1303 b,Kepler-1303,7.56127224,6728855392985316990
Kepler-919 b,Kepler-919,11.04603384,2527191381036592611
Kepler-1790 b,Kepler-1790,31.5888979,-3728609174953645265
Kepler-139 c,Kepler-139,157.03,-6213031552952341762
Kepler-62 f,Kepler-62,,-2935107139545844445
Kepler-951 b,Kepler-951,71.5253931247,8215410608277080143
NN Ser c,NN Ser,5660.0,3121016520701440999
HD 72659 b,HD 72659,3549.39854,2948343236407996119
KOI-984 c,KOI-984,21.512,-9184195552746521634
Kepler-1568 b,Kepler-1568,,-7069535721503606613
HD 111232 b,HD 111232,882.0,-1012764027328498894
Kepler-636 b,Kepler-636,16.080672,1351500168393251374
Kepler-296 c,Kepler-296,5.841636615,-4754471758245657741
Kepler-1150 b,Kepler-1150,2.787868386,-4258962637426320191
Kepler-1747 b,Kepler-1747,6.230330323,-6881626089689803421
Kepler-656 b,Kepler-656,1.260259094,-3246784139189730259
Kepler-1161 b,Kepler-1161,10.71252541,-7874171491756897184
Kepler-1696 b,Kepler-1696,65.9407869,956807173669741372
Kepler-464 b,Kepler-464,7.256965224,896375655833204405
Kepler-1301 b,Kepler-1301,9.08233411,242056506111060823
Kepler-1576 b,Kepler-1576,6.98472143,-2016207361607986723
HD 74156 c,HD 74156,2448.9,4209303973648786038
Kepler-342 e,Kepler-342,1.644224613,-2665509944888842809
Kepler-585 b,Kepler-585,2.752359689,-5623001565025291044
Kepler-176 c,Kepler-176,12.75934489,-1292837451392510727
Kepler-1987 e,Kepler-1987,8.74306,4956691385312141375
Kepler-1466 b,Kepler-1466,31.1748311,4873541524848274682
Kepler-1083 b,Kepler-1083,,-5186682515290785131
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,,142163466687679242
Kepler-742 b,Kepler-742,8.360870704,-1259312725819951688
Kepler-901 b,Kepler-901,3.517494394,5674155602433137394
Kepler-416 c,Kepler-416,12.20951755,-2671782949069453400
Kepler-398 b,Kepler-398,4.0814261139,8392127057076406866
Kepler-263 c,Kepler-263,47.3329299,3788457099243259666
Kepler-1093 b,Kepler-1093,25.08282784,2218375034807678536
Kepler-271 b,Kepler-271,5.217738,5769704880770108005
Kepler-1197 b,Kepler-1197,2.03231845,-7885559639543201462
Kepler-213 b,Kepler-213,2.4623453904,-1606281288602240689
Kepler-1312 b,Kepler-1312,5.448325286,-991693938344235914
Kepler-1965 b,Kepler-1965,41.8673672,-2837369099404120331
Kepler-79 c,Kepler-79,27.40229859,7883028084593874565
K2-75 c,K2-75,18.283257,1901597992632499989
Kepler-1152 b,Kepler-1152,1.646819,6987786397345379877
Kepler-186 c,Kepler-186,7.26737224,3288975568884562305
Kepler-1327 b,Kepler-1327,14.88801098,5247543334485450017
Kepler-368 c,Kepler-368,72.381301,-4976109560857212782
Kepler-1381 b,Kepler-1381,25.3842686,-8884391053011367023
Kepler-595 c,Kepler-595,12.38605,5005037221221619307
Kepler-1653 b,Kepler-1653,140.2504841,-7721913769641315208
Kepler-1634 b,Kepler-1634,374.878133,1489837939218603237
Kepler-369 b,Kepler-369,2.732786,-7487102045448641177
Kepler-374 d,Kepler-374,5.028219,-2478262245202902824
Kepler-633 c,Kepler-633,23.7832097,-8814956720858658112
Kepler-687 b,Kepler-687,20.50588921,8578837054495214213
Kepler-1292 b,Kepler-1292,3.27646405,8100812592337776618
Kepler-357 d,Kepler-357,49.50081,-6852374407110546192
Kepler-107 c,Kepler-107,4.90143807,-2018644179321624935
Kepler-1229 b,Kepler-1229,86.8299,1922131696498449817
Kepler-463 b,Kepler-463,8.981016833,2302105647845865323
Kepler-149 d,Kepler-149,160.0191598,6913473270442054014
Kepler-430 b,Kepler-430,,-4394243001890099684
Kepler-759 b,Kepler-759,41.81287,-2651167941401788974
Kepler-415 c,Kepler-415,8.70797904,1578046831190471377
Kepler-634 b,Kepler-634,5.16949729,-576516733356734927
GJ 3138 c,GJ 3138,5.974,6620834239585335248
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,,4558154256239230816
Kepler-149 c,Kepler-149,55.3285,7940062685368837053
Kepler-944 b,Kepler-944,43.3167427,7443061536514370891
Kepler-48 b,Kepler-48,4.777995926,-6230466174664042546
Kepler-237 c,Kepler-237,,-6272969615891368880
Kepler-271 b,Kepler-271,10.43547031,3344451814126255456
HD 2039 b,HD 2039,1183.0,8453928328389503094
Kepler-223 d,Kepler-223,14.78869,5821022720746915414
Kepler-1316 b,Kepler-1316,87.9724227,7451265492664603740
Kepler-211 c,Kepler-211,6.0404406157,-6517788347923423736
Kepler-1747 b,Kepler-1747,6.230335,1692619903611539774
Kepler-989 b,Kepler-989,7.96431492,944642461025004663
Kepler-1368 b,Kepler-1368,0.675650404,9151009672773633134
Kepler-1417 b,Kepler-1417,20.3504704,8606772373435405683
Kepler-1050 b,Kepler-1050,15.3787546,9097268080454771486
Kepler-1669 c,Kepler-1669,1.60932168,-439550377841077458
Kepler-165 b,Kepler-165,,7014623811530776300
Kepler-324 b,Kepler-324,4.38536428,-2840501040350680968
KOI-3503 c,KOI-3503,31.8245304,-403573579873937959
Kepler-1341 b,Kepler-1341,132.995699352,-3980211732989505514
Kepler-107 c,Kepler-107,4.90144976,7189349468211773110
Kepler-1455 b,Kepler-1455,49.27668,-3802432276957732198
Kepler-290 c,Kepler-290,36.77045659,3027252652153079569
Kepler-1448 b,Kepler-1448,12.27065865,4923781828265202817
Kepler-186 c,Kepler-186,7.26731094,-2159801631437799684
Kepler-172 c,Kepler-172,6.3889479706,-211565835548977660
HD 8574 b,HD 8574,227.55,5775986523254759833
Kepler-80 e,Kepler-80,4.64535284,1062207460149743218
HD 47366 b,HD 47366,359.15,-2326570519399880066
Kepler-935 b,Kepler-935,4.88084456,6933710905019104094
Kepler-1366 b,Kepler-1366,2.164570968,-1415844968165093173
Kepler-169 e,Kepler-169,13.76706856,7657002720335772354
Kepler-431 c,Kepler-431,8.70337044,7239590157386188963
HIP 948 b,HIP 948,24955.45756,3843421227705287474
Kepler-1853 b,Kepler-1853,48.88848017,5334334918317780324
Kepler-1092 b,Kepler-1092,58.60136304,7274590744142620315
Kepler-178 d,Kepler-178,96.6781926,2623298638540902610
