pl_name,pl_masse,pl_orbsmax
"Kepler-117 c",584.78000000,0.2804000000
"Kepler-91 b",146.20180000,0.0730000000
"Kepler-44 b",311.79123000,0.0446000000
"TOI-3235 b",211.35589065,0.0270900000
"HAT-P-60 b",182.43350562,0.0627700000
"TOI-2641 b",122.68176510,0.0607000000
"HATS-9 b",266.02371000,0.0304800000
"TOI-3362 b",1598.35905880,0.1530000000
"HAT-P-11 b",25.00000000,0.0532000000
"TOI-4914 b",227.00000000,0.0980000000
"TOI-1823 b",67.40000000,0.2120000000
"HD 39091 b",4100.00700000,
"55 Cnc f",47.00510000,0.7733000000
"TOI-480 b",20.80000000,0.0770000000
"TOI-5076 b",16.00000000,
"HATS-17 b",425.25654000,0.1308000000
"TOI-1696 b",56.60000000,0.0235000000
"WD 1856+534 b",4386.05400000,0.0204000000
"WASP-22 b",180.84527000,
"Gaia-2 b",259.66580852,0.0467000000
"HATS-49 b",112.19399000,0.0451500000
"HD 39091 b",4099.98645030,3.3080000000
"HD 39091 b",4004.63792820,
"Kepler-450 c",12.50000000,
"WASP-91 b",425.89220000,0.0370000000
"TOI-532 b",61.50000000,0.0296000000
"HAT-P-14 b",721.79193000,0.0610800000
"HAT-P-24 b",217.71355000,0.0465000000
"HD 2685 b",371.86110000,0.0568000000
"TOI-5634 A b",588.00000000,0.0272000000
"WASP-25 b",184.34140000,0.0473000000
"TOI-1472 b",18.05000000,0.0640000000
"TOI-3912 b",129.03833324,0.0463000000
"TOI-4666 b",222.47988490,0.0333000000
"TOI-4794 b",308.29355479,0.0492000000
"TOI-2570 b",260.61929374,0.0414500000
"HD 95338 b",42.44000000,0.2620000000
"Kepler-76 b",638.83830000,0.0274000000
"HAT-P-65 b",176.07693748,0.0404200000
"HATS-14 b",339.76027000,0.0381500000
"Kepler-25 d",89.90000000,
"TOI-530 b",127.13136280,0.0520000000
"TOI-1898 b",129.00000000,0.2690000000
"TOI-5678 b",20.00000000,0.2490000000
"K2-39 b",28.60470000,
"TOI-4201 b",823.17557413,0.0398000000
"TOI-2977 b",533.95172376,0.0338600000
"Kepler-14 b",2440.93440000,0.0771000000
"K2-114 b",587.98550000,0.0930900000
"ZTF J1230-2655 b",7024.00779470,
"K2-136 c",18.10000000,0.1185000000
"DS Tuc A b",413.17900000,
"WASP-59 b",272.38031000,0.0697000000
"TOI-3884 b",16.50000000,0.0354000000
"WASP-172 b",149.37935129,
"TOI-2818 b",225.65816897,0.0493000000
"TOI-4600 c",2946.26933289,1.1520000000
"G 9-40 b",11.70000000,0.0385000000
"OGLE-2017-BLG-0364L b",256.00000000,1.9600000000
"HD 73344 b",12.43000000,0.1296000000
"TOI-2497 b",1531.93292174,0.1166000000
"WASP-25 b",139.84520000,
"KOI-94 b",10.50000000,0.0511900000
"HATS-33 b",378.85336000,0.0372700000
"HAT-P-70 b",2154.88740000,0.0473900000
"TOI-6628 b",235.19302118,0.1340000000
"Kepler-58 e",597.79600000,
"TOI-1824 b",16.00000000,0.1510000000
"HAT-P-11 c",851.78013076,4.1000000000
"TOI-1836 b",38.45723725,0.1597000000
"TOI-5027 b",642.01338214,0.0930000000
"HAT-P-68 b",230.10892000,0.0299600000
"Kepler-41 b",174.80000000,0.0300000000
"WASP-148 b",112.51125608,
"TIC 257060897 b",201.50321004,0.0492200000
"WASP-151 b",98.52730000,0.0550000000
"Kepler-45 b",153.82972000,0.0298700000
"CoRoT-10 b",867.67590000,0.1055000000
"HAT-P-26 b",18.33869908,0.0474800000
"OGLE-TR-113 b",429.07050000,0.0228000000
"KMT-2021-BLG-0171L b",11.50000000,4.5000000000
"Kepler-425 b",79.45000000,0.0464000000
"TOI-157 b",375.03940000,0.0313800000
"WASP-178 b",527.59780000,0.0558000000
"WASP-135 b",603.87700000,0.0243000000
"TOI-849 b",39.09000000,0.0159800000
"TOI-2141 b",24.00000000,0.1330000000
"TOI-1194 b",144.92975359,0.0342800000
"WASP-113 b",150.96925000,0.0588500000
"HAT-P-67 b",108.06220000,0.0650500000
"HAT-P-28 b",202.45771000,0.0433700000
"Kepler-63 b",120.00000000,0.0800000000
"HAT-P-56 b",734.18730000,
"WASP-54 b",202.13100000,0.0498700000
"K2-140 b",295.58041851,0.0680000000
"Kepler-428 b",406.82240000,0.0433100000
"TOI-2000 b",11.00000000,0.0427100000
"WASP-82 b",394.10920000,0.0447000000
"HAT-P-27 b",197.05000000,0.0400000000
"WASP-156 b",41.80000000,0.0458000000
"LTT 9779 b",29.32000000,
"Kepler-428 b",403.63000000,0.0433000000
"KOI-94 d",72.90000000,
"KELT-8 b",209.76780000,
"NGTS-17 b",242.82090295,0.0391000000
"MOA-2010-BLG-117L b",170.00000000,2.4200000000
"TOI-2285 b",19.50000000,0.1363000000
"TOI-1759 b",10.80000000,0.1177000000
"TOI-4504 d",450.23572136,0.2219000000
"OGLE-2018-BLG-0799L b",66.74396547,1.0200000000
"TOI-6130 b",333.71982735,0.0360000000
"HR 2562 b",4195.33497240,27.0000000000
"K2-138 e",14.11000000,
"HATS-35 b",388.38826000,0.0319900000
"TOI-1478 b",279.68899816,0.0818000000
"NGTS-24 b",165.27077164,0.0479000000
"TOI-674 b",23.60000000,0.0250000000
"CoRoT-20 b",1347.54000000,0.0902000000
"K2-29 b",194.82979000,0.0409700000
"TOI-163 b",387.75260000,0.0580000000
"K2-115 b",266.97720000,0.1367000000
"Kepler-15 b",221.20968000,0.0583000000
"WASP-71 b",712.54500000,0.0461900000
"TOI-199 b",54.03082919,0.4254000000
"K2-32 b",15.00000000,0.0795000000
"HD 136352 c",11.22000000,0.1717000000
"Kepler-426 b",107.10871000,0.0413500000
"Qatar-10 b",233.92288000,0.0286000000
"WASP-70 A b",187.51200000,0.0485300000
"HD 183579 b",11.20000000,0.1300000000
"WASP-61 b",654.72980000,0.0521000000
"TOI-1266 b",15.90000000,0.0745000000
"TOI-2580 b",200.23189641,0.0480000000
"HAT-P-36 b",611.82275000,0.0240200000
"Kepler-101 b",51.10000000,0.0474000000
"WASP-186 b",1341.24260000,0.0600000000
"HAT-P-9 b",212.94610000,
"K2-140 b",323.86877000,0.0591000000
"TrES-5 b",568.91570000,0.0245200000
"HATS-12 b",756.43540000,0.0479500000
"TOI-3714 b",222.47988490,0.0270000000
"WASP-153 b",123.95370000,0.0480000000
"Kepler-450 b",62.29790000,
"TrES-5 b",565.07800000,0.0244600000
"TOI-4010 d",38.15000000,0.1130000000
"EPIC 246851721 b",953.49000000,0.0722900000
"TOI-1420 b",25.10000000,0.0710000000
"Wendelstein-2 b",232.33373000,0.0234000000
"GJ 3470 b",13.90000000,0.0355000000
"WASP-123 b",285.72917000,0.0426300000
"WASP-102 b",197.68926915,0.0410000000
"HAT-P-43 b",232.01590000,0.0444500000
"OGLE-2016-BLG-1800L b",880.38468739,2.6000000000
"HD 73583 c",22.50000000,0.1233000000
"GJ 3470 b",13.73000000,0.0310000000
"TOI-216.02",18.75187601,
"WASP-148 b",91.21675281,0.0821500000
"GQ Lup b",6356.00000000,100.0000000000
"OGLE-TR-10 b",181.16310000,0.0416200000
"Kepler-538 b",10.60000000,0.4669000000
"HD 93963 A c",19.20000000,0.0481300000
"WASP-171 b",344.52772000,0.0504000000
"HAT-P-53 b",471.65972000,0.0315900000
"HATS-2 b",486.27990000,0.0229800000
"TOI-2373 b",2955.80418510,0.1120000000
"Kepler-21 b",10.40000000,0.0425070000
"HATS-43 b",82.95363000,0.0494400000
"Kepler-7 b",142.70567000,0.0633000000
"TOI-2368 b",206.58846455,0.0564900000
"55 Cnc b",254.25000000,0.1130000000
"HD 27631 b",495.81231492,3.2200000000
"TOI-2337 b",508.52545120,
"Kepler-411 d",15.20000000,0.2790000000
"TOI-892 b",301.93850000,0.0920000000
"TOI-3486 b",99.16246298,0.0313800000
"NGTS-2 b",235.19420000,0.0630000000
"WASP-192 b",731.00900000,0.0408000000
"HIP 116454 b",11.82000000,0.0906000000
"WASP-53 b",677.61356000,0.0410100000
"TOI-1634 b",10.14000000,0.0149000000
"HAT-P-63 b",195.14664190,0.0429400000
"TOI-5181 A b",330.54154328,0.0522000000
"OGLE-2012-BLG-0950L b",20.00000000,2.2000000000
"KMT-2021-BLG-1253L b",22.23000000,1.9600000000
"Kepler-176 d",15.20000000,
"OGLE-2014-BLG-0124L b",150.00000000,2.9700000000
"HD 95544 b",2459.99187018,3.3830000000
"KMT-2019-BLG-1216L b",29.87587026,2.4400000000
"K2-416 b",1652.70771640,0.0880000000
"MOA-2009-BLG-266L b",10.40000000,3.2000000000
"HD 136118 b",4164.18778851,2.3270000000
"CoRoT-29 b",266.97720000,0.0390000000
"Kepler-282 d",61.00000000,
"OGLE-2005-BLG-169L b",13.20000000,3.4000000000
"OGLE-2019-BLG-0468L b",1090.15143601,3.2900000000
"Kepler-538 b",12.90000000,0.3554000000
"KMT-2021-BLG-0240L b",127.13136280,2.5000000000
"AF Lep b",1147.36054927,8.9960000000
"KMT-2023-BLG-0548L b",184.34047606,3.2200000000
"KMT-2024-BLG-2242L b",13.98444991,0.8900000000
"OGLE-TR-10 b",209.76780000,
"KMT-2023-BLG-0548L b",219.30160083,0.4900000000
"OGLE-2005-BLG-071L b",1200.00000000,3.6000000000
"CoRoT-9 b",266.97720000,0.4021000000
"KMT-2021-BLG-1898L b",251.08444153,3.0000000000
"HIP 67537 b",4309.11754211,4.8070000000
"Kepler-47 d",19.02000000,0.6992000000
"WISPIT 1 b",3305.41543280,338.0000000000
"CoRoT-7 c",13.56000000,0.0450000000
"Gaia22dkvL b",79.45710175,2.0400000000
"OGLE-2015-BLG-0966L b",21.00000000,2.1000000000
"KMT-2021-BLG-0712L b",25.76000000,1.5700000000
"OGLE-2015-BLG-0966L b",21.00000000,2.7000000000
"HD 165131 b",5943.39121090,3.5400000000
"Kepler-427 b",92.17000000,0.0910000000
"KOI-4777.01",99.20000000,0.0080000000
"TOI-1749 b",57.00000000,0.0291000000
"KOI-94 c",15.60000000,0.1013000000
"TOI-1194 b",120.00000000,0.0340000000
"HATS-18 b",629.14448500,0.0174000000
"OGLE-2012-BLG-0026L b",46.10000000,4.0000000000
"HD 219828 c",5102.41724598,5.6570000000
"Kepler-87 b",324.20000000,0.4810000000
"MOA-2013-BLG-605L b",20.58000000,4.1800000000
"OGLE-2013-BLG-0102L b",4100.00000000,0.8000000000
"HD 63935 c",11.10000000,0.1480000000
"TOI-1670 b",41.31769291,0.1030000000
"HD 18599 b",25.50000000,0.0500000000
"OGLE-2017-BLG-1691L b",14.62010672,2.5400000000
"Kepler-105 b",10.62630000,
"TOI-2969 b",368.68095212,0.0261000000
"HD 126614 b",107.74382997,2.2490000000
"K2-233 b",11.26000000,0.0330800000
"OGLE-TR-132 b",375.02000000,0.0303500000
"TOI-201 c",4513.16337940,4.2800000000
"TOI-5261 b",3651.84839643,0.0513400000
"Kepler-76 b",635.66000000,0.0278000000
"HATS-23 b",467.21010000,0.0339700000
"MOA-2016-BLG-526L b",14.93793513,2.0700000000
"Kepler-219 d",19.10000000,
"Kepler-46 c",115.05446000,0.2811000000
"OGLE-2014-BLG-0319L b",181.16219199,3.4900000000
"K2-280 b",37.10000000,0.1461000000
"KMT-2018-BLG-0087L b",73.10053361,0.8700000000
"Kepler-281 c",69.61830000,
"MOA-2011-BLG-291L b",13.00000000,1.3000000000
"KMT-2021-BLG-2478L b",289.22385037,1.8300000000
"KMT-2021-BLG-1105L b",403.64207689,3.6000000000
"Kepler-276 c",25.20000000,
"Kepler-26 b",120.77000000,0.0850000000
"HD 23596 b",3786.60764100,2.6940000000
"Kepler-277 c",40.40000000,
"HD 151450 c",1636.18063924,14.1310000000
"Kepler-385 b",12.80000000,
"Kepler-27 c",4385.87000000,0.1910000000
"OGLE-2012-BLG-0950L b",36.00000000,2.7000000000
"OGLE-2018-BLG-0740L b",350.00000000,2.0000000000
"OGLE-2019-BLG-0249L b",2253.40340563,5.2010000000
"51 Peg b",146.20180000,0.0520000000
"Kepler-52 b",135.00000000,
"Kepler-46 c",119.49900000,0.2799000000
"OGLE-2012-BLG-0724L b",150.00000000,1.6000000000
"OGLE-TR-132 b",858.14100000,0.0303600000
"HD 11505 b",2510.52658689,20.2470000000
"OGLE-2018-BLG-0799L b",524.41687155,1.4300000000
"OGLE-2014-BLG-1722L c",83.70000000,1.7000000000
"OGLE-2018-BLG-0516L b",20.10000000,2.2000000000
"CoRoT-26 b",165.26000000,0.0526000000
"Kepler-350 d",14.80000000,
"Kepler-277 b",78.10000000,
"GJ 581 b",20.50000000,0.0399000000
"Kepler-245 c",26.70000000,
"Kepler-434 b",908.96000000,0.1143000000
"KMT-2021-BLG-0712L b",38.19000000,2.2200000000
"HD 191806 b",2966.61035094,2.7490000000
"Kepler-79 c",13.70000000,
"Kepler-111 c",222.47988490,0.7510000000
"HD 30562 b",467.20775829,2.2990000000
"KMT-2017-BLG-2509L b",664.26137063,2.1400000000
"V1298 Tau b",203.41018048,0.1719000000
"EPIC 229004835 b",19.30000000,
"ups And d",3257.74117175,2.5300000000
"OGLE-2018-BLG-0740L b",350.00000000,1.5000000000
"CoRoT-16 b",168.13207000,0.0618000000
"Kepler-82 e",254.02000000,
"HIP 78530 b",7700.00000000,740.0000000000
"Kepler-56 c",286.80000000,
"OGLE-2017-BLG-1691L b",14.62010672,2.4100000000
"Kepler-80 f",12651.50000000,
"OGLE-2018-BLG-0799L b",82.63538582,1.2800000000
"HD 176986 c",2097.98531461,
"HD 181433 c",2207.00045821,
"HD 215152 d",770.41605857,
"OGLE-TR-56 b",441.77000000,0.0238300000
"OGLE-2017-BLG-0373L b",60.10000000,2.5750000000
"HD 175607 b",2456.17792930,
"HD 215152 e",975.41538108,
"HD 7924 b",2058.25676373,
"HD 87883 b",2005.49724817,3.7700000000
"HD 125595 b",3531.07360177,
"NGTS-15 b",238.68913366,0.0441000000
"HD 204313 b",1466.77809830,3.1850000000
"MOA-2016-BLG-227L b",1500.00000000,1.4900000000
"OGLE-2018-BLG-1011L c",890.00000000,0.8000000000
"GJ 9714 b",2988.54051102,12.3190000000
"Kepler-170 b",82.60000000,
"TIC 139270665 b",147.15455244,0.1630000000
"KMT-2020-BLG-0414L c",4894.55746780,0.1200000000
"2MASS J22501512+2325342 b",9534.85221000,518.0000000000
"HD 10180 c",2741.58783878,
"HD 181433 b",1708.64551603,
"HD 7924 c",1762.67634522,
"HD 40307 d",1775.38948150,
"HIP 65891 b",1871.37366042,2.7940000000
"HD 154345 b",378.21580433,4.2000000000
"OGLE-2019-BLG-1470L AB c",794.57101750,3.0000000000
"OGLE-2019-BLG-1492L b",37.10000000,2.7000000000
"Kepler-9 c",509.70000000,
"HATS-37 A b",31.46517000,0.0491300000
"CoRoT-17 b",765.97030000,0.0481000000
"Kepler-79 d",11.30000000,
"OGLE-2011-BLG-0265L b",180.00000000,1.5100000000
"KMT-2021-BLG-2609L b",35.59678158,2.3000000000
"CoRoT-22 b",12.20000000,0.0920000000
"PDS 70 c",635.66000000,34.0000000000
"KMT-2019-BLG-0371L b",2447.27873390,0.7900000000
"OGLE-TR-111 b",165.27160000,
"OGLE-2014-BLG-0221L b",1382.55357045,3.7600000000
"KMT-2018-BLG-1743L b",512.33939208,1.9310000000
"KMT-2018-BLG-0885L b",9217.02380300,1.0700000000
"HD 74156 c",2753.98314665,3.6780000000
"HD 214823 b",6451.91666210,3.1700000000
"Kepler-145 b",34.00000000,
"G 196-3 b",8263.53858200,350.0000000000
"HD 190360 b",572.09113260,3.9000000000
"Kepler-49 d",235.98200000,
"Kepler-418 b",349.61124770,
"CoRoT-23 b",982.09470000,0.0484000000
"HD 222155 b",581.62598481,4.4800000000
"HD 190228 b",1598.67688721,2.4060000000
"GJ 876 e",16.58000000,0.3514000000
"KMT-2019-BLG-1216L b",32.73632592,2.5910000000
"Kepler-136 b",19.80000000,
"HIP 8541 b",1811.62191990,2.8000000000
"Kepler-62 e",36.00000000,0.4270000000
"Oph 11 b",5720.91132600,256.0000000000
"OGLE-2015-BLG-1771L b",138.00000000,0.8500000000
"OGLE-2016-BLG-1800L b",791.39273343,1.4900000000
"Kepler-432 b",1719.46030000,0.3010000000
"HD 175167 b",2037.59791728,2.3070000000
"Kepler-83 c",11.40000000,
"HD 56957 b",1880.90851263,6.4260000000
"HD 30177 c",1954.64470305,10.2580000000
"OGLE-2011-BLG-0251L b",140.00000000,1.5000000000
"OGLE-2019-BLG-0679L b",1061.54687938,6.9900000000
"Gaia22dkvL b",48.62774627,1.6100000000
"HD 164604 b",4544.94622010,
"CoRoT-8 b",69.92000000,0.0630000000
"HD 70642 b",1239.53078730,3.2950000000
"Kepler-245 c",225.60000000,
"K2-229 c",21.30000000,0.0757700000
"K2-24 b",21.00000000,0.1540000000
"DP Leo b",1995.88832000,8.6000000000
"EPIC 248847494 b",4131.79000000,4.5000000000
"Kepler-333 b",28.20000000,
"Kepler-231 c",10.36930000,
"HD 145675 c",1597.08774518,11.9240000000
"HD 95086 b",1430.23500000,
"Kepler-160 d",100.00000000,0.1700000000
"PH2 b",108.81000000,0.8240000000
"HD 30177 b",2670.71210402,3.6040000000
"Kepler-62 d",14.00000000,0.1200000000
"Kepler-32 c",158.90000000,0.0900000000
"BD-17 63 b",1366.66215010,
"NGTS-16 b",211.99154747,0.0523000000
"OGLE-2019-BLG-0249L b",2210.17874228,5.0790000000
"OGLE-2015-BLG-0966L b",21.00000000,2.7000000000
"OGLE-TR-111 b",174.80650000,0.0467600000
"KMT-2016-BLG-1107L b",29.00000000,1.0650000000
"OGLE-2018-BLG-1212L b",60.38739733,1.8700000000
"CoRoT-14 b",2358.29860000,0.0269100000
"CoRoT-17 b",772.29000000,0.0461000000
"CoRoT-23 b",972.55980000,0.0480900000
"CoRoT-3 b",6814.27520000,0.0574000000
"CoRoT-9 b",268.88418000,0.4029000000
"eps Eri b",247.90740000,
"GJ 876 b",804.07600000,0.2077400000
"OGLE-2018-BLG-1119L b",289.22385037,4.0600000000
"OGLE-2018-BLG-0932L b",282.86728223,1.7500000000
"2MASS J02192210-3925225 b",4417.83700000,156.0000000000
"OGLE-2007-BLG-368L b",20.00000000,2.8000000000
"KMT-2016-BLG-1836L b",700.00000000,3.5000000000
"KMT-2016-BLG-2142L b",4923.00000000,0.8300000000
"OGLE-TR-56 b",394.10920000,
"OGLE-2018-BLG-0516L b",20.10000000,2.2000000000
"HD 203030 b",3496.11247700,
"KMT-2018-BLG-0748L b",60.00000000,0.6200000000
"OGLE-2015-BLG-1670L b",17.90000000,2.6200000000
"Kepler-52 c",62.90000000,
"OGLE-2018-BLG-0506L b",16.30000000,3.0000000000
"KOI-1833 d",11.02000000,
"HD 160691 b",1366.66215010,
"HD 106906 b",4115.89850000,
"Kepler-84 c",20.20000000,
"HD 149806 b",4003.68444298,12.4040000000
"HD 129445 b",797.74930157,2.9840000000
"HD 139357 b",6315.56827550,2.9490000000
"HD 23596 b",4640.29474220,2.9010000000
"HD 89307 b",642.01338214,3.3310000000
"Lupus-TR-3 b",257.43100000,0.0464000000
"MOA-2007-BLG-400L b",540.30829190,5.9000000000
"MOA-2008-BLG-310L b",74.00000000,1.2500000000
"MOA-2009-BLG-387L b",830.00000000,1.8000000000
"Kepler-23 c",60.20000000,
"Kepler-60 b",23.10000000,
"MOA-2011-BLG-291L b",18.00000000,0.6900000000
"MOA-2010-BLG-328L b",15.20000000,1.2100000000
"OGLE-2015-BLG-1771L b",837.20000000,0.5600000000
"MOA-2008-BLG-310L b",74.00000000,1.2500000000
"OGLE-2019-BLG-1492L b",37.10000000,2.7000000000
"Kepler-323 c",79.70000000,
"HD 108341 b",715.11391575,2.0290000000
"KMT-2017-BLG-1038L b",760.00000000,1.9000000000
"OGLE-2015-BLG-0966L b",21.00000000,2.7000000000
"KMT-2021-BLG-0119L b",1773.48251106,2.8700000000
"KMT-2021-BLG-0736L b",21.00000000,4.0000000000
"MOA-2020-BLG-135L b",11.30000000,1.1100000000
"KMT-2023-BLG-0416L b",1954.64470305,3.7300000000
"HD 74156 c",3127.43152488,3.8230000000
"MOA-2015-BLG-337L b",33.70000000,0.2400000000
"KMT-2023-BLG-1743L b",6356.56814000,1.1600000000
"KMT-2021-BLG-0909L b",400.46379282,1.7500000000
"K2-290 b",10.90000000,0.0923000000
"CoRoT-31 b",266.97720000,0.0586000000
"KMT-2024-BLG-1209L b",839.06699448,2.5100000000
"KMT-2017-BLG-0165L b",34.00000000,3.4500000000
"OGLE-TR-10 b",200.23290000,
"OGLE-TR-10 b",197.04600000,0.0434000000
"OGLE-TR-132 b",371.86110000,0.0302600000
"OGLE-TR-211 b",216.12440000,0.0510600000
"OGLE-TR-56 b",375.03940000,
"OGLE-TR-56 b",1048.83900000,0.0238500000
"ups And c",4443.24112986,0.8290000000
"OGLE-2012-BLG-0026L c",270.00000000,4.8000000000
"HD 95086 b",2288.36453040,
"2MASS J01225093-2439505 b",7786.50000000,52.0000000000
"MOA-2011-BLG-293L b",760.00000000,1.0000000000
"MOA-2008-BLG-379L b",1300.00000000,2.7000000000
"HIP 67851 c",2204.77565936,6.0320000000
"TIC 172900988 b",823.90000000,0.8676200000
"MOA-2010-BLG-353L b",86.00000000,1.7200000000
"Kepler-327 c",20.30000000,
"OGLE-2005-BLG-071L b",1100.00000000,2.1000000000
"KMT-2021-BLG-2478L b",286.04556630,1.8700000000
"KMT-2017-BLG-1146L b",230.00000000,1.6000000000
"MOA-2019-BLG-008L b",5403.08291900,
"KMT-2023-BLG-0416L b",2116.73719062,2.3200000000
"OGLE-2019-BLG-0468L c",3248.20631954,2.7700000000
"2MASS J19383260+4603591 b",603.87700000,0.9200000000
"K2-10 b",25.20000000,
"VHS J125601.92-125723.9 b",13603.12400000,
"OGLE-2015-BLG-0954L b",1200.00000000,1.2000000000
"BD+20 594 b",16.30000000,0.2410000000
"OGLE-2016-BLG-0263L b",1300.00000000,5.4000000000
"OGLE-2016-BLG-0613L AB b",372.00000000,3.0400000000
"Kepler-549 b",11.00000000,
"Kepler-434 b",947.13340000,0.1142000000
"Kepler-161 b",12.10000000,
"KMT-2021-BLG-2294L b",22.24798849,1.1300000000
"Kepler-82 c",18.40000000,
"Kepler-419 b",794.50000000,0.3700000000
"K2-33 b",1175.97100000,
"KMT-2018-BLG-1990L b",106.00000000,0.6990000000
"OGLE-2016-BLG-0613L AB b",957.00000000,3.2800000000
"KMT-2022-BLG-0371L b",82.63538582,3.0200000000
"OGLE-2006-BLG-109L b",230.00000000,2.3000000000
"KMT-2021-BLG-1898L b",232.01473711,1.9000000000
"KMT-2018-BLG-0885L b",9852.68061700,2.6400000000
"HD 83443 c",476.74261050,8.0000000000
"Kepler-1708 b",1462.01067220,1.6400000000
"HD 28185 c",6241.83208507,13.1760000000
"OGLE-2015-BLG-0954L b",1100.00000000,1.6000000000
"Kepler-139 f",36.00000000,
"KMT-2019-BLG-0298L b",587.98255295,5.5250000000
"KMT-2023-BLG-1642L b",343.25467956,1.4100000000
"MOA-2015-BLG-337L b",33.70000000,0.2400000000
"OGLE-2018-BLG-0596L b",13.93000000,0.9700000000
"bet Pic c",2860.47000000,2.7000000000
"KMT-2016-BLG-0212L b",10.90000000,4.6000000000
"OGLE-2015-BLG-1649L b",807.00000000,2.0700000000
"KMT-2018-BLG-1990L b",293.00000000,1.5210000000
"KMT-2018-BLG-1990L b",111.00000000,0.7630000000
"OGLE-2016-BLG-1227L b",1580.00000000,11.5000000000
"OGLE-2015-BLG-1771L b",127.00000000,0.7800000000
"OGLE-2015-BLG-1771L b",740.90000000,0.5500000000
"OGLE-2018-BLG-1700L b",1400.00000000,2.8000000000
"KMT-2018-BLG-1292L b",1400.00000000,6.0300000000
"KOI-134 b",346.43296363,0.3630000000
"Kepler-145 c",79.40000000,
"CoRoT-28 b",152.87623000,0.0590000000
"Kepler-849 b",298.75870258,1.1370000000
"KMT-2016-BLG-0212L b",5700.00000000,2.2000000000
"OGLE-2016-BLG-1093L b",225.65816897,2.1300000000
"HD 216437 b",1233.17421916,2.5010000000
"KMT-2016-BLG-1397L b",2200.00000000,5.1000000000
"OGLE-2019-BLG-0249L b",2262.93825784,1.8400000000
"OGLE-2018-BLG-0596L b",14.69000000,0.9200000000
"KMT-2017-BLG-1146L b",270.00000000,1.7000000000
"KMT-2019-BLG-0335L b",6674.39654700,1.6400000000
"KMT-2021-BLG-1689L b",46.00000000,2.2000000000
"Kepler-11 g",50.44640000,
"OGLE-2012-BLG-0950L b",34.00000000,2.7000000000
"HD 135872 b",1744.56012602,4.1720000000
"HD 142 c",3464.64746471,9.8110000000
"HD 113337 c",4449.59769800,
"OGLE-2018-BLG-1700L b",1400.00000000,2.8000000000
"KMT-2016-BLG-2364L b",1250.00000000,2.6300000000
"OGLE-2017-BLG-1375L b",4183.00000000,4.7100000000
"OGLE-2019-BLG-0954L b",4513.16337940,2.6500000000
"TIC 172900988 b",869.70000000,0.8980900000
"OGLE-2019-BLG-0304L b",162.09248757,1.2300000000
"OGLE-2019-BLG-0299L b",1976.89269154,2.8000000000
"Kepler-177 c",13.50000000,
"CoRoT-8 b",68.65128000,0.0633000000
"KMT-2016-BLG-1836L b",700.00000000,3.5000000000
"OGLE-2018-BLG-1126L b",19.06970442,2.9600000000
"OGLE-2018-BLG-1367L b",301.93698665,3.6300000000
"OGLE-2017-BLG-1140L b",505.00000000,1.0200000000
"2MASS J11011926-7732383 b",8899.19539600,266.0000000000
"OGLE-2015-BLG-0954L b",1100.00000000,1.6000000000
"K2-292 b",24.50000000,0.1300000000
"Kepler-279 c",18.10000000,
"KMT-2018-BLG-1990L b",180.00000000,1.0390000000
"OGLE-2018-BLG-1011L c",890.00000000,0.8000000000
"MOA-2009-BLG-266L b",10.40000000,3.2000000000
"Kepler-36 c",11.59000000,
"Kepler-26 c",119.18100000,0.1070000000
"KMT-2019-BLG-0842L b",10.28000000,3.3100000000
"OGLE-2014-BLG-0124L b",160.00000000,3.1100000000
"KMT-2021-BLG-0240L b",127.13136280,2.7000000000
"Kepler-433 b",893.10230000,0.0678000000
"Kepler-221 c",15.10000000,
"OGLE-2017-BLG-0448L b",504.00000000,1.0300000000
"KMT-2023-BLG-1454L b",95.34852210,1.2600000000
"HD 14067 b",4862.77462710,5.1500000000
"MOA-2010-BLG-353L b",73.00000000,1.8500000000
"MOA-2019-BLG-008L b",6674.39654700,
"Oph 11 b",4449.62000000,243.0000000000
"KMT-2016-BLG-2397L b",836.00000000,3.6400000000
"MOA-2011-BLG-293L b",760.00000000,1.0000000000
"Kepler-38 b",122.00000000,0.4632000000
"Kepler-9 c",54.34700000,0.2250000000
"Kepler-31 c",17.10000000,
"MOA-2016-BLG-319L b",210.00000000,1.0900000000
"MOA-2009-BLG-387L b",830.00000000,1.8000000000
"OGLE-2015-BLG-0966L b",21.00000000,2.7000000000
"OGLE-2018-BLG-0799L b",117.59651059,1.3400000000
"KMT-2023-BLG-1454L b",244.72787339,1.4700000000
"WD 0806-661 b",2383.60000000,2500.0000000000
"OGLE-TR-56 b",441.76500000,0.0194200000
"GJ 900 b",3496.11247700,12000.0000000000
"HD 82943 c",622.60300000,0.7434500000
"HD 88072 b",2511.79790052,13.8950000000
"Kepler-231 b",35.40000000,
"KMT-2021-BLG-1372L b",58.95000000,2.2200000000
"MOA-2016-BLG-227L b",890.00000000,1.3900000000
"GJ 317 b",794.50000000,1.1500000000
"KMT-2021-BLG-1105L b",413.17692910,3.6400000000
"Kepler-9 b",43.98767200,
"Kepler-595 b",11.90000000,
"OGLE-2012-BLG-0406L b",868.00000000,3.4500000000
"MOA-2016-BLG-526L b",21.77124588,1.9900000000
"KMT-2023-BLG-2209L b",254.26272560,3.5100000000
"Kepler-28 c",432.23000000,0.0810000000
"OGLE-2012-BLG-0563L b",120.00000000,0.7400000000
"HD 217786 b",9185.24096230,2.3720000000
